s1	s2	s3	s4	s5	sn1	sn2	sn3	sn4	sn5	ts1	ts2	ts3	ts4	ts5	labels
-1.62117291036845	0	0	0	0	-0.0670047857867359	-0.762130153653123	-1.22744704612468	-1.92229210257799	-3.93897900229976	0.000339704434337131	-0.000819714791099016	-3.97943434892345	-7.56724173283645	-39.7097589377606	2
-2.28968862699516	0	0	0	0	0.668253864324325	-0.163843919615397	0.27146398532938	-0.152509171935045	-3.10343698523938	-1.52759796673932e-05	-0.00433681324243107	-3.88629019689455	-7.46829717311358	-37.60680451572	2
1.39276551660228	0	0	0	0	-0.170631633610529	0.265273938100584	0.282480506377203	0.842876316349202	-3.35637731847463	-0.000182466146124972	-0.00611201849866792	-3.44427006184385	-6.52206141238497	-34.9223695652169	2
0.920102260018145	0	0	0	0	0.110014620868994	-0.632417541466532	-0.46225559142259	-0.563658635981252	-3.18340107976463	0.000263670317713373	-0.00408263184877151	-3.64140361155056	-7.48655717791015	-37.6939930091234	2
-3.06168835006629	0	0	0	0	0.153960421207556	0.33917289137357	-0.846337478401746	-2.04734686195999	-3.85342378679411	1.56029423805832e-05	-0.000955291537678495	-3.98478654793906	-7.56058843819448	-39.3484553536639	2
-3.04072084269723	0	0	0	0	0.121125790979148	-0.689477818828812	-0.970495595733312	-2.29170995539474	-3.99573425919292	-3.33475708944225e-05	-0.00122903179000355	-3.99008857286367	-7.55566709131987	-39.7433778553344	2
-0.151573011391431	0	0	0	0	0.0223507315736837	0.179106062874498	-1.01209980073555	-2.03861246683955	-3.89114424398072	9.90852141258611e-05	-0.00121633770933291	-4.01466320445986	-7.57809357557627	-39.487065552115	2
1.83279376475057	0	0	0	0	-0.195757758712189	0.942273663082538	-0.0846809970489326	0.780078364921406	-2.92055055101114	-0.000326147507019094	-0.00702517666943057	-3.65394723201035	-6.81695508616469	-35.3774733833649	2
0.470180609688033	0	0	0	0	0.10851527035094	-0.0532995186304434	1.46382251573685	1.13646163201746	-2.83296266229876	0.000262281455478617	-0.00923497453432929	-3.44647929606065	-6.9126719470143	-35.6442822770621	2
-2.91619003750204	0	0	0	0	0.0753162134062389	-0.241493200107271	-0.613367064039753	0.675387104005397	-3.10024347750052	-0.000211356450327347	-0.00559952128473784	-3.65004790936482	-6.90848686277282	-35.2787760066487	2
-2.88029598584971	0	0	0	0	0.0511980523023964	-0.247423461773135	0.0567467998171785	1.1311917168356	-3.20305188862086	-0.000821923890600602	-0.00562016956112674	-3.67166549539483	-6.67920357320879	-35.0291976868578	2
2.04923003680606	0	0	0	0	0.185646990893661	-0.183244961767696	0.290215713841023	0.634058459114587	-3.0058731227425	-0.000759669134364116	-0.00594466863209787	-3.5175317665569	-6.80469096292425	-35.2660859313602	2
-0.616637322042871	0	0	0	0	-0.0523474100417013	-1.10479291514372	1.2276956123071	0.868417127968587	-2.78171417468294	1.38677003759977e-05	-0.0114045049486112	-5.44345538251426	-7.00423629382448	-35.907814873324	2
-1.11856235239771	0	0	0	0	-0.359033958619316	-0.447767706469885	-0.147759705623336	-0.112198001547571	-4.68482686475283	-0.000274086090168201	-0.00373801717532439	-2.83284171813892	-5.72236556099109	-23.6802272322235	2
3.00559236311054	0	0	0	0	-0.23235725407707	0.34453778916462	0.0343262413767318	0.631100662400322	-4.52289793875305	0.000325098792091897	-0.00254478267479085	-3.01638157901457	-5.76239787273158	-24.7415257047396	2
-2.10693214194926	0	0	0	0	0.212693767347987	-0.141842357204825	-1.08724554494046	-0.99969575074173	-4.3582054871998	-0.000348022454662773	-0.00518153819047777	-3.66567806402791	-7.36579471609583	-38.6061556786647	2
