labels	s11	s12	s21	s22	s31	s32	s41	s42	s51	s52	sn11	sn12	sn21	sn22	sn31	sn32	sn41	sn42	sn51	sn52	ts11	ts12	ts21	ts22	ts31	ts32	ts41	ts42	ts51	ts52
1	-6254.38	-5936.57	-7951.85	-8032.34	57888.64	-52177.93	96012.6	-61861.57	0	0	-367.33	-3205.71	-205.47	-1900.94	273.51	-10734.55	-20201.18	3759.88	-27506.4	-7392.62	-4.3	6.5	44.4	440.94	3298.22	36051.15	1650.85	42486.52	16304.52	189595.74
1	-5986.13	-16182.72	-7645.06	-42247.89	84765.67	-76202.39	119805.11	-103786.64	0	0	1789.24	6543.71	2154.74	-5448.72	2167.24	-16194.07	16025.7	-48496.21	-8841.13	-60627.03	-11.31	-0.59	60.44	37.71	28534.06	28304.39	27908.55	46319.02	147789.46	225707.14
1	11768.85	6724.77	16890.41	8667.13	89899.27	2677.87	95628.28	-84369.15	0	0	-789.56	-1306.25	-111	-5217.58	16602.64	-13136.33	16341.45	-46197.48	-7999.01	-60588.74	1.03	8.46	134.74	-2.16	29608.21	27198.21	28685.88	45946.28	152591.79	224612.54
1	8692.2	1579.84	12061.23	1888.57	348169.31	15364.3	89903.14	265702.47	0	0	258.24	-308.61	5470.04	-4513.51	-7608.04	-340.69	-13331.6	4755.3	-26729.9	-5366.03	3.85	9.88	28.64	322.26	2642.44	35602.26	1136.42	42519.55	15064.47	183428.02
1	11029.47	15691.53	14834.81	43623.11	85119.79	43.22	99994.45	-72377.5	0	0	-4815.51	-4650.39	-12903.7	-7364.56	8586.32	-10547.32	18764.21	-46601.03	-6850.25	-59183.71	-2.39	-3.45	154.53	20.74	29117.76	27650.48	28819.71	45983.75	151666.03	235169.91
1	1594.6	-12194.95	1980.9	-17961.22	68373.48	-198796.3	101223	262893.47	0	0	2936.52	-5384.91	-5005.53	-9961.02	14658.18	-13512.57	35826.08	-37746.69	12653.25	-64526.15	-3.67	6.12	275.11	-10.85	34211.28	25389.1	34605.97	45989.77	205991.99	233942.04
1	7629.54	2077.14	10448.98	2455.58	110675.01	20458.53	108296.77	-120212.3	0	0	-1338.45	945.35	4390.02	-9553.99	3692.4	12440.5	5158.24	40455.96	-14590.65	33046.95	-7.08	5.9	8.11	297.42	-17012.49	45852.73	-15317.7	40733.53	-69426	157327.37
1	9644.03	11881.29	12925.63	16000.89	120790.82	705.65	98146.11	-142541.5	0	0	-4057.83	-476.67	4234.59	17536.14	-9956.43	23947.56	-13773.96	50019.04	-27721.47	50622.36	-6.97	-8.48	-75.46	151.76	-24475.75	27716.5	-24990.51	38773.58	-107783.99	130462.77
1	-4412.54	-6375.68	-5672.82	-8807.96	49456.01	-75231.43	94274.19	-70386.5	0	0	-87.61	388.67	-3788.51	-11186.65	4567.73	1133.13	-18932.53	-15246.68	-29392.84	-14118.12	5.31	1.28	37.22	430.45	6938.99	35674.61	4614.05	43599.99	33901.56	190781.33
1	-5334.18	1139.34	-6686.88	1371.75	-35478.06	216226.94	86340.48	245295.9	0	0	4522.53	-2164.3	2514.31	7998.36	1316.92	18116.96	6628.93	45416.03	-15121.25	34114.42	0.11	-2.3	-19.22	308.66	-16783.05	30281.74	-15722.65	40700.36	-71752.72	156776.73
1	2699.5	-2841.96	3478.51	-3829.14	220449.37	780837.66	106199.97	242334.34	0	0	7518.54	-4132.7	-7179.25	5003.55	-15034.11	12552.76	-9743.06	52996.16	-30151.85	48821.75	-2.04	2.32	-98.82	69.06	-24873.33	26467.27	-25473.2	38523.51	-116069.88	136641.39
1	-4492.45	-2263.19	-5695.88	-3025.77	-18452.52	-6118.07	160917.36	-277033.09	0	0	848.04	3708.19	-9835.34	1789.94	-2139.42	-10534.38	-18821.38	3923.69	-25333.6	-1388.47	-0.33	0.19	55.48	475.17	975.51	35636.65	-366.66	41996.84	6142.11	184322.84
1	1019.33	3652.86	1519.79	4580.49	86553.83	3387.47	98580.84	-58983.18	0	0	2934.72	789.6	8489.25	6000.81	-10862.55	14333.38	-39579.76	41588.44	-56550.76	49350.75	-0.57	-5.45	-394.87	-16.4	-31526.61	23423.62	-33272.64	34867.56	-162054.32	106048.6
1	4231.68	-6255.26	5658.78	-8466.06	78141.15	-41234.09	111293.39	-49987.89	0	0	333.2	-1505.06	-3262.17	-1342.37	4707.22	15844.39	3558.47	28414.38	-15424.23	23170.04	3.86	1.92	17.32	374.58	-12001.69	32669.13	-11745.98	40974.34	-47810.65	158252.25
1	-3260.23	-4981.73	-4150.79	-6566.78	-4423.2	-721075.76	89733.36	304026.95	0	0	-1081.92	383.87	-4981.82	-11034.85	-16719.67	18998.95	-48382.65	37225.56	-68441.22	46289.5	2.64	-0.15	-521.36	-22.12	-32329.47	21772.69	-34708.67	34206.61	-177690.56	84314.01
1	1824.51	-350.22	2481.11	-575.25	101981.22	15283.76	113536.6	-102692.4	0	0	-1525.55	-2222.56	8966.49	606.08	10682.45	5830.39	-4014.83	20777.16	-18932.85	12353.58	-4.87	3.96	35.26	422.68	-6579.69	33064.23	-6938.37	41037.07	-24282.37	170226.35
1	-17007.89	4025.04	-61274.65	4803.3	-33847.61	-86019.32	110819.37	-22907.82	0	0	1049.12	-861.58	-8882.52	-9721.82	-7641.51	28124.93	-25200.3	44574.88	-41445.16	54203.46	1.41	-1.58	-222.1	49.35	-27650.54	25883.69	-28921.73	37029.81	-134295.31	116566.02
1	12866.63	1473.86	19150.48	1660.52	59186.11	-76617.07	104001.15	-31756.93	0	0	3389.28	-2897.2	9909.09	-2622.74	3459.06	-1050.8	-15552.97	374.65	-27000.49	-7699.19	-1.52	-1.21	32.15	236.35	3051.48	34652.15	1740.82	42535.43	20107.25	184512.4
1	10205.92	-3068.23	13549.76	-3945.34	363998.61	-8869.5	77410.94	427045.67	0	0	4210.83	-1856.41	-4492.1	-5333.22	-10309.95	20755.02	-4131.81	47761.93	-19926.97	44197.6	2.29	0.16	-45.04	222.04	-21431.41	28729.26	-21432.69	39669.09	-91535.91	140360.82
1	4002.68	4868.49	5254.78	6127.35	291166.29	59607.35	157293.19	-273688.68	0	0	-752.21	-2295.65	-933.18	-3709.89	-9685.63	16144.35	-34250.39	36152.61	-59440.28	52902.43	-2.01	8.75	-610.59	-45.02	-31726.05	21217.14	-33726.54	34757.43	-164903.83	97217.22
1	6030.91	7482.29	7874.6	9761.29	186149.74	152314.17	141658.39	-265975.62	0	0	2301.84	-517.2	3347.88	-7876.75	19927.42	-19851.52	31120.38	-36268.58	6821.84	-63179.52	4.21	-3.82	186.73	-6.52	33773.87	26500.55	33949.79	46071.77	192195.28	232850.28
1	-19604.24	-1430.85	-79914.73	-1900.01	-137386.36	-75827.27	104031.84	-219868.09	0	0	5440.76	-1829.5	2213.66	11408.37	-14466.38	22671.39	-16116.39	56187.91	-30586.26	48079.09	6.83	4.56	-153.29	72.6	-25013.13	26784.95	-25206.17	38452.6	-116063.8	139941.69
1	5449.55	-481.79	7084.16	-757.11	113178.95	-413260.92	94256.65	-180015.82	0	0	6754.4	1880.16	-3336.84	-2473.66	10250.49	18695	2830.77	32706.4	-15498.32	25194.19	1.06	5.64	12.16	287.8	-12510.54	38112.85	-12322.89	40930.1	-51796.24	157297.94
1	-9087.94	3301.52	-12321.26	4039.76	-121533.49	17964.52	126032.52	-216643.59	0	0	-2349.02	2136.32	3920.4	-7529.27	1746.04	11805.17	5151.13	43646.28	-15021.51	33705.96	5.09	2.26	-30.92	343.99	-16407.09	31765.39	-15354.7	40705.63	-67102.28	151441.39
1	3298.39	-985.41	4365.34	-1431.75	49376.48	-61111.27	93471.64	-10045.88	0	0	-603.65	2020.85	-5022.79	10714.09	-782.33	-5747.7	-18725.38	-9359.42	-29581.56	-13793.48	0.13	-9.59	17	409.05	6052.22	34496.03	4582.12	43325.9	32990.72	191606.33
1	8010.45	-10300.54	10409.96	-14624.66	103060.91	-57605.85	116450.26	-120659.36	0	0	-1533.54	1573.19	424.99	9570.79	4414.89	21663.08	1725.06	35807.91	-14988.56	25855.71	-4.58	4.76	43.76	309.11	-13485.1	33477.95	-12376.89	41011.44	-50719.88	151802
1	-518.96	1414.59	-612.95	1690.12	10986.32	62745.02	102249.71	349374.48	0	0	3881.43	2947.1	9828.51	3952.27	6659.31	-6078.39	7052.69	-43980.85	-18070.14	-55291.35	-3.98	0.54	56.21	72.82	24667.73	30475.7	23028.31	46472.24	123313.95	219558.14
1	8090.73	4564.62	10953.63	5761.08	156756.67	-56119.75	118741.94	-222334.8	0	0	-52.2	907.98	-2548.42	-12815.47	-14028.4	3516.88	-15359.02	-3403.97	-28117.67	-10945.56	3.86	0.02	33.64	264.82	4621.14	34485.02	3121.04	43060.18	29982.01	182495.09
1	-9885.46	-18975.55	-12996.77	-73571.73	-69620.81	-106423.32	93892.72	163162.59	0	0	3939.7	6994.15	-3264.1	-147.1	-2211.06	-4811.23	-12194.95	-35912.4	-30647.68	-34866.44	4.13	-4.04	54.46	287.79	15288.79	33134.16	13083.93	45882.74	70610.47	209065.3
1	-13276.48	-3126.05	-21177.06	-4321.74	-27664.25	-84386.77	102471.01	7644.19	0	0	1959.97	9072.82	1250.22	2860.63	-6005.27	-8371.26	-13734.66	-25867.08	-31345.06	-26796.32	-0.96	5.23	54.28	312.26	10499.44	33851.99	8903.3	45250.42	56081.22	201019.97
1	5015.15	-2340.74	6678.04	-3213.19	108688.03	-35282.07	109138.52	-141296.31	0	0	-1856.23	-40.77	1547.07	-5708.99	3587.34	-11371.53	22652.7	-47581.07	-2551.28	-61195.64	1.25	-3.43	159.96	30.86	31609.16	26997.44	31151.22	45823.29	165462.96	224540.64
1	-12165.14	-22129.34	-16249.52	-48636.58	38602.99	-67426.02	88950.87	-22683.03	0	0	-717.22	-3016.56	-495	-1915.44	-5958.62	1579.77	-3304.35	22239.34	-19187.16	12062.95	-7.05	-1.68	7.83	420.99	-4139.67	33887.3	-6691.48	41528.81	-22095.41	167082.77
1	-9355.91	73.69	-11846.54	-47.06	-209754.02	11906.14	197084.75	-317832.47	0	0	3723.75	2190	4844.04	285.02	-2955.96	-6708.17	-20333.95	-13885.06	-30223.58	-16079.83	2.2	3.33	20.96	424.29	6955.59	34742.36	5390.73	43550.91	37878.14	193340.02
1	3918.76	15637.57	4846.46	53292.08	40133.83	25608.17	95948.99	-5552.98	0	0	-1514.43	-2704.74	8525.91	-8366.89	-3486.66	-12683.84	-1176.4	-45948.9	-27617.24	-47247.38	1.54	10.02	41.1	115.06	21419.87	32315.92	18601.22	46389.01	95699.62	221283.62
1	11493.04	313.08	15983.33	328.75	165997.63	126413.45	126448.52	-248144.79	0	0	-2624.57	-5713.7	1260.58	-11350.32	-5122.19	20142.47	-32916.38	47371.14	-51094.1	55852.48	0.62	-7.25	-526.34	38.59	-30735.59	23865.53	-31970.48	35684.85	-151186.57	105031.21
1	-1156.97	2866.16	-1419.32	3555.26	12811.89	158662.49	94266.66	260197.88	0	0	-3764.62	393.66	-13046.57	4280.61	-2370.58	-1711.31	-17009.84	-25059.87	-30983.34	-23573.05	1.11	3.87	45.43	380.37	9778.82	35012.39	7891.85	44640.52	47698.17	205454.39
1	1401.18	-4312.52	1826.95	-5601.15	118256.89	-136.35	85378.19	158423.07	0	0	-1564.06	10672.33	-11127.52	8949.51	-16648.7	17072.16	-10952.44	48247.49	-24452.8	46291.1	-0.55	0.15	-96.5	119.01	-22271.17	28658.99	-22960.15	39331.16	-102546.88	146598.9
1	6724.9	11292.86	8675.16	15913.44	55968.09	53004.53	103244.37	50767.27	0	0	-2967.07	5412.14	-6078.33	8235.38	1372.18	18146.82	-5658.87	41771.48	-17057.41	39997.72	-2.64	4.42	-13.77	360.12	-18766.26	29875.93	-18682.7	40224.83	-83177.29	154939.07
1	-2653.01	11164.93	-3253.89	15974.93	84295.45	28847.02	109133.82	-40512.08	0	0	3674.98	1136.36	2718.85	11061.5	-9051.45	13528.54	-10613.07	52858.06	-23622.16	47432.54	3.18	-1.47	-100.03	120.54	-22776.86	28066.12	-23624.58	39072.02	-101648.03	137344.31
1	-5023.18	19657.68	-6417.43	53863.96	-37615.98	107318.31	90327.92	125975.47	0	0	-1274.38	849.72	-679.55	-4625.42	8348.81	-17738.6	22526.49	-50288.23	-518.92	-61389.23	5.87	-0.09	182.07	-14.17	32219.17	25634.59	31991.41	45929.47	168806.46	238687.91
1	-15055.38	3262.86	-24615.04	4083.86	-130783.43	94173	91253.3	178800.74	0	0	-1306.69	-911.42	-2831.3	912.25	3185.15	19184.66	3606.1	45655.59	-16734.53	37947.74	7.22	8.33	-60.45	232.88	-18334.5	30442.21	-17628.08	40555.28	-77462.99	149538.57
1	11799.78	-3967.63	17338.83	-5231.29	60021.3	-47384.57	105728.13	-16102.63	0	0	2377.52	-83.32	112.17	-4857.45	-2885.06	-9591.11	-10419.09	15175.48	-21944.37	4691.29	1.42	2.36	13.12	519.82	-1926.66	35296.96	-2694.88	41432.45	-4274.79	173394.74
1	-193.89	-12036.45	-302.75	-17723.41	69304.84	-170204.02	138726.2	-254713.27	0	0	3308.31	3353.2	-11303.03	6802.78	-5976.17	23981.49	-25239.35	44961.44	-40123.13	52665.17	-2.42	0.97	-154.58	36.92	-27036.8	26481.19	-28416.09	37133.6	-134168.93	123267.42
1	2708.54	-17278.29	3372.05	-42464.46	56545.69	-81352.88	107709.86	76311.76	0	0	4025.53	-2936.6	13304.76	6783.82	-933.03	13164.61	-37692.92	47169.8	-54290.42	56659.74	-2.97	2.88	-389.36	-0.17	-30864.29	22582.71	-33024.38	35146.82	-155522.36	96897.17
1	-23639.36	-3993.9	-61693.08	-5043.39	-97197.18	89929.84	107412.61	126990.95	0	0	1766.09	-4412.04	9100.95	-2362.97	21116.1	-11973.12	30553.62	-41439.55	9734.11	-61515.76	2.96	5.62	290.71	-35.31	34534.13	25657.63	34366.01	45501.03	199602.09	239094.54
1	1350.81	12807.02	1859.08	16540.79	75558.12	44297	108371	-74871.39	0	0	-2544.09	-1689.6	-4075.45	-12612.12	11069.27	-17352.69	35653.84	-47042.19	9350.05	-65357.76	2.85	-3.04	227.92	-2	34107.87	25371.77	34274.44	45559.93	198840.71	231638.8
1	-4168.89	-2412.23	-5208.28	-3357.65	2591.6	-20258.33	94033.81	-40774.47	0	0	995.73	243.04	-615.87	4430.79	-4587.92	-13114.17	-13045.81	-30498.27	-31723.2	-29580.11	-0.4	2.87	65.06	596.98	12251.39	34498.92	10082.51	45296.27	59044.45	207470.06
1	-4241.11	8029.27	-5392.1	10490.71	75418.97	177882.56	123070.54	-236171.31	0	0	3345.78	2584.55	6013.97	9521.59	10596.29	21341.02	-5386.13	26727.31	-18465.67	13031.31	5.89	3.8	-0.93	488.05	-6560.37	34017.03	-7759.07	41279.1	-24601.81	159510.65
1	5857.06	-7536.8	7571.63	-9852.57	63242.12	-108742.71	99155.66	127598.63	0	0	-432.03	6032.94	529.12	1387.64	-6369.64	30928.57	-5747.11	56826.16	-20120.94	46767.29	1.9	-7.22	-80.27	214.59	-22065.04	30021.03	-22333.61	39379.58	-94648.8	137407.08
1	-1113.7	4756.43	-1330.42	6016.36	10445.35	248549.14	103205.6	193049.67	0	0	-5403.27	-3946.16	-6675.32	-2741.52	7458.24	-22287.44	30746.39	-44233.86	4986.18	-62181.58	0.46	-0.62	280.54	-8.26	33839.63	25562.79	33646.5	45889.45	186222.93	238727.06
1	-5774.39	6995.59	-7357.92	9093.53	40511.92	96739.44	108975.09	-76486.53	0	0	-2711.21	-1991.52	-2038.65	6804.21	13868.02	21391.93	-1507.65	32798.93	-15625.12	25242.01	6.05	-2.67	21.39	250.61	-13232.07	33331.04	-12318.56	41064.97	-50832.5	154110.82
1	7678.76	25887.68	9669	100337.33	85450.58	205363.23	87868.15	249094.32	0	0	3695.47	2968.83	-3739.52	944.81	-15621.81	9947.06	-44400.37	33755.38	-76871.48	39739.39	2.82	-1.32	-903.15	-40.23	-33404.65	21933.56	-35406.34	33880.84	-185926.33	77734.62
1	10718.72	-11637.85	14541.57	-17000.47	86854.68	-31993.41	98195.47	-92232.07	0	0	-156.51	3685.11	4010.81	-2477.18	-6938.56	-7573.18	-17051.6	-24292.76	-31608.1	-26757.06	-3.57	-2.04	58.42	365.47	10773.01	34816.22	8854.94	45039.58	56776.6	198881.86
1	-3214.58	-3384.82	-3922.15	-4633.26	105268.12	-55397.31	111309.7	-76303.92	0	0	3848.18	3097.38	-9003.39	-7548.98	-16489.19	7873.68	-42085.8	43472.57	-64109.85	49398.94	1.08	0	-480.6	-17.84	-32300.38	21762.77	-34376.07	34473.97	-172035.73	88624.47
1	-1679.05	7344.4	-2045.17	9281.6	-51764.53	135649.81	120906.42	135517.68	0	0	-1457.27	-3762.78	-5459.8	-15117.41	11581.7	-14942.05	13325.63	-50454.63	-9119.52	-59821.73	0.97	1.46	159.8	34.36	28655.58	28763.69	27786.87	46078.56	146316.5	235945.22
1	7231.96	-8501.66	9510.97	-11366.38	141582.03	6924.74	106590.52	-115478.05	0	0	-887.37	-2213.15	5213.01	9402.69	-15958.57	7850.94	-40250.71	42411.41	-61823.58	50727.93	3.41	-0.26	-429.31	-11.28	-31986.43	23169.51	-33990.78	34563.98	-169585.18	96380.12
1	28139.47	-10703.47	48792.15	-14512.49	63350.64	-50947.21	105305.98	-6197.56	0	0	2306.93	3184.8	-4021.96	22053.96	-9868.08	21122.24	-12313.58	49303.43	-25192.12	47943.85	-1.83	2.66	-86.2	118.57	-23808.62	27553.79	-23919.57	39085.29	-102906.67	135840.32
1	19991.97	618.67	69161.75	765.43	243646.97	165026.91	177739.82	-298203.4	0	0	1894.01	-2620.68	5287.41	-9683.15	24434.66	-17900.16	25090.64	-41621.99	4941.9	-62574.34	3.19	4.31	182.98	-1.61	33495.5	25339.09	33549.9	45661.07	185287.65	236452.69
1	4380.59	14943.35	5776.53	25245.23	130740.19	11288.67	120871.35	-169411.28	0	0	-297.67	-583.92	5380.94	-1489.86	16331.83	-17178.71	29468.58	-45611.24	11897.52	-62851.5	-3.23	2.84	259.88	-13.07	27247.64	27311.35	34539.12	45417.12	203416.27	238782.6
1	2933.09	-1515.78	3806.22	-2176.94	68445.95	-35980.15	104405.45	-37709.87	0	0	-4722.72	486.85	709.11	-2596.9	9669.83	17620.55	1619.27	27092.65	-15712.26	20445.45	-2.71	4.92	23.79	304.28	-9818.34	17008.66	-10893.01	41033.29	-43642.6	164871.32
1	20265.23	1133.81	81284.81	1416.06	130148.95	-26356.04	119255.13	-169195.71	0	0	1240.79	46.57	5284.71	8625.26	10096.04	-20276.26	20560.64	-44448.47	598.74	-63875.68	1.79	4.89	203.85	4.07	32501.07	27084.36	32778.91	45753.66	176566.26	237093.62
1	1811.59	1264.3	2378.4	1422.65	106362.02	-33013.07	113899.38	-149416.47	0	0	2326.69	-1300.17	6477.1	-3208.55	-1365.24	-12837.66	-1317.45	-46434.93	-21448.86	-52772.57	-4.19	-2.24	127.93	134.06	23075.7	31807.34	21402.25	46379.61	110114.19	229000.15
1	2995.21	-15997.87	3828.59	-45014.95	164269.85	-34057.17	96160.49	-146013.67	0	0	-2368.04	127.62	-12119.1	2261.91	-1154.13	-3944.78	-16634.71	12044.84	-23793.99	-221.71	-3.3	-12.07	18.18	499.96	555.41	34840.54	-641.07	41865.43	5308.22	180269.95
1	6184.13	-14937.99	8159.58	-35022.95	77361.66	-39767.2	111803.18	-77495.47	0	0	239.12	-1223.12	5595.84	-4475.51	-10489.72	-15140	1081.04	-41746.59	-24504.4	-51026.62	-0.96	0.75	121.65	129.77	21963.76	32693.03	20240.45	46400.45	102965.36	227165.46
1	15636.69	-3095.55	25533.58	-4065.94	336321.25	-92655.84	232000.78	-364816.9	0	0	-2775.36	563.46	5516.61	1286.04	-665.22	-24740.77	10455.1	-48730.19	-15373.88	-58397.61	4.21	3.5	111.24	62.4	25465.97	30377.95	24551.23	46146.68	131637.25	217776.41
1	6324.58	-471.49	8288.32	-745.26	164318.69	-39838.02	107379.81	-226500.28	0	0	-3698.53	-2097.84	-4003.92	-4878.5	-9111.26	-7548.92	-14568.43	-32122.13	-31823.61	-27372.65	-6.39	14.64	71.57	253.19	11273.19	34668.07	9107.15	45066.29	55081.55	205455.29
