s11	s12	s21	s22	s31	s32	labels
-6.66408315363958	7.86697885839202	-0.0142336123429909	0.0179975356557849	-9.81345556861959	-21.1244213278277	4
4.19621310678887	-1.95989968335193	0.0129665759544579	0.0112036571764776	29.1306619350446	-10.0851329918986	3
1.89314089726539	2.38309117287704	0.0215308183723942	0.0207174421894995	21.3783489563362	-16.0785697514324	7
-7.80494446211767	1.95859549861412	-0.025001287922969	0.00345057955735558	-37.3201696208852	27.4026054564962	4
8.39353572714453	4.74068977837226	0.0443527476974015	-0.0130038604846771	36.2008700199321	-22.4985149626708	6
7.29354983543356	0.726404628146098	0.0361506443114667	-0.00971135257225001	35.5034953188291	-2.50793111783477	6
-10.2445105611658	3.61788230890277	-0.0163218920761108	0.0114920032783634	-48.1776356082046	13.8197604081482	4
-2.4331698214097	4.96464796314007	-0.00903043657894012	0.0185276336914872	-9.95899832581217	-20.8023262888354	4
-0.265288353144077	-0.122046771386829	-0.00239685300220645	0.0222706742639852	-11.9227388769531	-22.4325752324125	3
-6.4863934079447	0.938434398209902	-0.0519316451757075	0.0248763610350474	-60.9303059901561	-7.54165711798618	2
4.93339520262272	-2.76506827010791	0.0117795225173885	0.0152100930927281	22.3762544694159	13.1481559401141	3
1.5366629206577	2.6122660954962	0.0128858244881431	0.0144838705618323	5.81808539583728	19.571767804997	7
-1.82256636412391	5.34298244211388	-0.0183711271865694	0.026184464642455	-30.6160605009755	25.6587032843322	4
4.41146290883738	0.859524259689771	0.0454154586512022	-0.0135365647406612	25.6129786658938	23.3917785869615	6
6.97962897853267	-1.96586791708794	0.0391075218066268	0.0100109914175705	31.2627111137728	1.01092658159333	7
4.1768552048082	5.21177989717728	0.0530585012107581	-0.0204155925363835	48.4891933511063	-19.8164849178668	6
2.99140813267408	-4.42783847200237	0.00471753192825684	0.0155107081168506	12.5793816640131	-6.56085738353375	3
-1.12419650615614	-8.2028663334706	-0.0319204183728046	-0.0936111023020945	-15.161734528727	60.2870590205513	1
-1.85508724835971	4.91325544189919	-0.0153175227579893	0.00863225600339921	-29.3740899003438	4.72172818115549	4
-2.99307093369899	-6.20137736085546	-0.0575100928897131	-0.0897429208243847	-20.659346316498	68.2383904282026	1
6.30785401141927	3.78946855280206	0.0469162691960334	-0.019671085285579	44.5783887156065	2.88302355782961	6
3.41576873053039	-2.23065738743925	0.0113360380549534	0.0253885502892247	-5.62661841709685	-7.36738627414794	5
-5.76191380339785	7.05584469217696	-0.030104201901542	0.0320335413808521	-28.0140250938761	-28.5313718948587	2
3.68191968468905	0.937425070411341	0.0133600549562161	0.013983390144821	15.9863563738043	-18.3523507862139	5
7.21222156139201	2.27375975131522	0.0300345050037157	0.00897009300478936	23.5203852928539	12.3688463802376	7
-6.37912195172159	-9.06431101878037	-0.0422091110193421	-0.0555012162992712	-22.0061698760743	59.9596114121203	1
6.32039206014752	6.77605952833441	0.0470920299675321	-0.0373406631164743	39.3927944964098	8.87350129620773	6
-2.0879078417514	-11.7014553945962	-0.0546122030064085	-0.087470402321398	-21.818604142295	63.3130611044036	1
-0.0653154044869212	-4.20435006465361	0.00616980063314996	0.0130798616335227	17.2120009483111	-31.0273225816825	5
4.73367352651925	-2.25645524754735	0.0214832487128961	0.000332872491678907	15.785183664891	-10.4936417296621	5
4.464275693515	-5.19210781199671	-0.00249441302747605	-0.00530588922855717	5.56002547583369	10.0390580742006	3
-5.80360388537975	-1.84858022419144	-0.0202426129488186	0.0310826600403634	-33.830838382101	-22.6461312014705	3
2.27756469781099	-3.30109231889929	-0.00258660403664665	-0.0119552653284106	16.0307301603678	12.0189619516568	3
-4.08583104788894	9.92175000405103	-0.00155590075388469	0.032369322696777	-30.383888637275	-27.3358440219076	4
-1.22869686974467	8.59238992959162	-0.00385727100311378	0.0309110771531593	-11.9729523304698	-7.09245154007174	4
-7.79742251377439	3.05464447148207	-0.0405155023459901	0.0417191738371435	-35.4204925767157	-40.1171699701284	2
0.368464081857301	9.0462946051341	0.0121807079074852	0.0191372905177269	-5.39699467585258	-12.2770074645189	7
-1.09737819730287	-2.05672654008102	-0.00042623483748004	0.0199256398560659	-0.415616354327483	-9.30710890670223	5
-12.364043268495	1.24737428824494	-0.0416418230174803	0.0176139502240084	-50.0345812236638	-25.7766726786173	2
1.21566498233128	-6.7076398478658	0.0158185395090363	0.00604138685633313	32.6120404383912	-15.7250318383362	5
2.2205662256566	-10.4937563306785	0.00686288696741025	-0.00286922572224337	7.41668518952939	29.8714602937909	5
-6.92176700460416	4.83588272985231	-0.0200209655178316	0.0192009203140736	-10.6905217567887	-27.9814226619134	4
3.26489167541309	3.7223634628497	0.0210887267166104	0.0122258482416811	44.9105637497845	-6.22515848396615	7
-5.52918210475478	5.17230235066397	-0.0143367789898074	0.0281664508983777	-23.2309780508316	-34.7698939269878	4
-9.30209212196655	0.313634021248212	-0.0308050633747341	0.000961653909109866	-30.5788861666569	-5.45408633309166	4
0.178930506724778	-3.92152633494999	-0.0107606904111903	-0.00185510930281601	13.7295928204006	-0.208952627149971	5
5.21291018172658	-1.626548745223	0.0243895511992847	0.0102118115513718	5.58716631014223	21.5507783131074	7
-3.71162431606386	0.423191415805398	-0.00487313013614936	0.0269468344104147	-19.8534649735768	-41.477254249515	3
2.33538002473594	-4.76202155104699	0.0128111621272781	0.00783923624317568	5.16009975808316	-13.3857878091453	3
-6.7558854126138	3.38115111019255	-0.00556149530172664	0.0376552898576431	-17.8437952007573	-47.0770731261116	4
-1.95689709620611	-6.93265985030169	-0.0399446523691176	-0.0585768198564529	-15.5982425655649	49.5082807967563	1
4.29049514889754	1.83186157552007	0.00993118436402056	0.0292826198400451	20.4901976545698	-18.6750660265762	7
-6.14266306651357	0.270590887366277	-0.0131793935502653	0.0352548866638761	-17.4438517109692	-18.2929291864223	4
-6.85155579967714	0.186753709167037	-0.036144088685784	-0.0124054444582314	-17.5434541316888	-28.7049415767605	4
7.18438487181406	3.94257279206152	0.051429859052052	-0.0207411722654302	47.5065628360587	-3.18743266193804	6
4.90020383494206	2.4961085828125	0.048777143279902	0.00619065169492125	31.9718411225622	10.7755789715712	7
-0.207040747812025	-3.41933151107408	0.0182607615678239	0.0110728299025414	-18.9781424024264	-19.7288730530701	3
6.51180851124544	-4.27168247100749	0.0100439380483203	-0.00954444560834042	19.8494973863698	23.065365238729	5
3.03394832771719	-7.60388196602976	-0.000397786525036042	-0.00688672788140813	3.37186184401575	23.3052752211483	5
2.28986956271188	-2.14295551824532	0.019160109512154	0.0106203497470395	25.9985107921517	-13.685718554705	5
6.78166111883488	0.942261192988924	0.0344366897230634	0.0195102882872867	25.5902317459872	-2.09280692852363	7
8.82368305688094	5.1016778578296	0.0605168824894204	-0.0249225313969407	42.5142057535996	4.48548956799314	6
-8.36641890418694	1.97167886220354	-0.037119630278047	0.0285071283077454	-42.0250591671169	-27.5681200211272	2
10.415191369596	6.02925496605893	0.0584154338294078	-0.0213237799756925	27.8751824543759	-2.89599702366846	6
-7.55291286056917	2.72599927378735	-0.0415729958610872	0.0321159049251777	-25.9116138765438	-27.0141400394703	2
1.63369741341968	4.31759228698078	0.00547640343133241	0.0291942120953309	2.0157600115597	-29.8821889863461	7
3.0451472096378	-3.61878453631161	0.0159700657497128	0.011132486259465	29.5044283499748	9.37176260486531	5
9.6665616138978	7.21100487841088	0.0597875109147045	-0.0317477221900061	30.9764458390777	13.6024121412336	6
-3.3446577725079	6.60162606531906	-0.0206496156080486	0.0329633231473718	-1.25685745267039	-22.1689988817965	4
-3.00517005108314	-8.21092364204256	-0.0326416016682292	-0.0616121426018425	-23.4085041696806	51.7587326704684	1
4.06358633564923	2.48642851680541	0.0158783792820722	-0.0054425235595386	18.5012442792875	-17.7831675799278	6
8.48027557180962	1.40892299710391	0.0622468594135085	-0.0429081164460638	48.0007262231331	-11.1373610847077	6
2.35580883381482	3.15445962582047	0.0325308294019379	-0.000631694391612348	1.411868543412	7.51242459706467	3
5.86432269151459	-3.58183194784305	0.0168892880597366	-0.00415344289391866	39.9425208947183	-11.2494011006449	5
8.1205035201608	4.87951403511611	0.0350938868115285	-0.020994135502779	32.1613165356936	-6.15894329261131	6
1.17356943667878	-2.61793002111466	0.00537188945073389	0.00839372545605257	7.33844152516957	-9.11747123272025	3
1.0540529114347	-5.32586520191936	0.00332457236208185	0.0193959785926058	-1.75788706086079	-11.8878030453265	3
2.34194765625422	2.39090318829013	0.0259728862442043	-0.0152037325998916	21.2307443399443	16.2176948885439	6
8.60096050907678	0.950718307891728	0.0364633265134946	0.00936923561134434	33.3793563999128	12.5394933969434	7
-9.66711195996821	5.15135052716597	-0.0527812160302226	0.039799348291305	-28.2645086094737	-24.2001594874629	2
6.17481340670912	-6.82487099826396	0.0130683370481203	0.00429048129519681	22.5902038888871	-18.2697690779067	5
-0.655764338877293	-1.89034989532229	-0.00389696498050348	0.0193159686635555	4.77758977585397	-33.6536979865497	5
5.08307013741359	-4.08340117550875	0.00759620403220882	0.0142055944973638	35.8961744125146	-24.2258749132163	5
6.60010832943037	-1.89120576192362	0.0255812645128491	-0.00143946316794984	42.7406950597257	-4.31218162880843	5
-9.13280389548172	0.85432934656922	-0.0223590066061931	0.00688480339177314	-5.29484708876116	-29.7248504467305	2
3.41222007747361	-9.65482479659189	-0.0299034172876918	-0.0586873785413089	6.11524876155769	33.2043448645291	1
4.83503148042192	5.54623928985501	0.037320462940131	0.0253041356379499	21.1798361212781	-14.0673050974341	7
-5.77873659858511	-10.1233451570344	-0.0599984874348324	-0.0478154319436452	-34.5888145778484	36.5072654602094	1
-1.0729628806396	7.48454022292137	-0.0111828777091775	0.0327436315818182	-15.2073407860836	-39.7843659115793	4
-7.16654144488051	4.18678729670665	-0.00824880124320243	0.0143029683385031	-25.8704091818106	-10.944411265954	4
8.7123920900176	-6.54939482324441	0.0120305081400768	-0.00891577250489095	18.8913682553803	16.1061175694222	3
-3.52464439902188	8.71213847511535	-0.0256272711360537	0.0440255772627644	-13.5629359818123	-46.9472461984723	4
-6.03666942378038	-8.49952005630605	-0.0289895433938204	-0.0338073236690479	-39.9221339752802	32.6100728198424	1
1.52540162145832	-5.87042718167931	0.00532685991235962	0.00350790175600031	12.497673699213	-5.65828813341111	3
-3.00326444836456	-10.0232476420793	-0.0431556413013789	-0.058514986722578	-18.2442161216749	46.4998232079109	1
5.30694468097596	8.79593529432521	0.0355710158542602	-0.0135474808787767	10.2544728182024	-19.7001930299439	6
-10.8804945160813	2.28852885140471	-0.0448039766612379	0.0319507157658016	-55.469138556161	-26.9735110430289	2
1.71846676316521	-2.47339911777507	0.003996042502965	0.00897918109667565	15.0611828565203	-11.5505350288615	5
-7.13825467993176	8.1134729528295	-0.0176834045637213	0.0470567519552667	-36.0958956780064	-28.4764881746912	4
6.31616269460335	-2.83958972755477	0.0218685058933199	0.0206886831017366	28.2316529672987	-7.6580835310642	7
2.71530763269718	-3.43115792164572	0.0135772156210224	0.0118132094075762	-2.96095360984518	16.6716134853271	3
-7.19066648569816	1.45429083518981	-0.0582088926173679	0.0222662673954505	-55.9062368291022	-24.5372160993554	2
4.43265325020679	-0.786456897052094	0.0108549045008001	0.0171478088456286	27.1885715110258	-21.5255637831844	3
1.03265415928506	-3.22103678837071	0.0152519806848899	-0.00201299904459493	-13.745720680436	32.9228693243524	5
0.38540558151649	-6.22386884814642	-0.00616149157298454	-0.00958887338341006	-24.3260396153876	32.1151462158456	3
-2.59360529338691	-3.53738502578702	-0.0248772028240091	-0.048858420426791	-14.6401231328263	57.851626347083	1
-5.25190297514839	-3.9886026392141	-0.0352514395571003	-0.0359251253320523	-37.4458509082903	30.0201685489393	1
4.54023045489514	7.17882623958717	0.0209397374578138	0.0223663330426849	35.2579431183603	19.5840385095644	7
-7.14850158288828	7.84747186972692	-0.0298337149056134	0.0167426397459978	-34.0538822285482	-2.54500504425876	2
4.76607487049653	1.72459754438968	0.0283916455263271	0.0207827370219985	26.9526643190027	2.43425626658117	7
5.37551632839015	-4.2659157785087	0.0101804815016891	0.00189880565985191	24.0472710774844	-9.7177846435767	5
-8.28908355591213	4.28652361182088	-0.0472437544296447	0.0365961399093939	-46.7504307917349	-34.6155618531455	2
-6.38826133447516	6.77734514039471	-0.000912317769418234	0.0246014183622632	-6.944326849707	-36.5243422339814	4
-2.72578586901935	-8.16818064685443	-0.0372798159737333	-0.0701332946484125	-22.6438078441298	64.7701874934933	1
0.879344315529523	-2.92085728686291	0.00816320549488499	0.0148013904335429	7.44351029767817	-9.13081547478161	3
14.7553333280991	-0.995346124188318	0.0663910791025774	-0.0308350749857518	54.2526271132337	1.46456874571809	6
12.1209291526181	-2.31862283526354	0.043436504984083	-0.0156901990133587	25.8417264692832	28.2292826471437	6
4.80503173884718	2.50978364052506	0.0168122621233457	0.0207336643351194	27.7788770851784	-9.95869806529101	7
-6.47798752018935	2.70436812041762	-0.00419739812696017	0.0148593573222852	-14.8654133093031	-30.8180826241694	4
-9.79324676930713	3.45014617421342	-0.0367868926855765	0.0307266362592789	-34.6367306487609	-35.8077163508747	2
13.4046836080171	2.61539968707066	0.0660379295676336	-0.0175870751480239	58.8176430313262	7.13198364787653	6
6.08806338721711	5.03516995889304	0.0443114260047257	-0.0230029917813285	16.7842410809343	-4.78640751115996	6
3.49396936164769	-5.08509793059891	0.00784347845215508	0.0025439340076513	15.4812129835256	15.1879647977642	5
-0.68672076847943	-3.40651758542047	-0.000132201096730484	0.0204043688920357	7.53390993882838	-7.33097596058838	3
1.77530097190665	-0.535066899576737	0.00703399876500294	0.0208026264391526	14.0134231479182	-31.8381972763008	5
2.0723107977211	-5.91435599938743	0.0133127728090427	0.00610577668992172	-8.39485066420893	14.5681392929857	3
-9.21117837612367	-1.20687780954179	-0.0378583563797381	0.013967044292913	-42.9473740366261	-14.6740556688928	2
-3.79897202897357	9.94800995238444	-0.0110579578024467	0.0420520725686186	-3.68400533193859	-43.6240958711349	4
-6.69108138699451	5.67573738398043	-0.0408300116510346	0.036457571586996	-15.048302657049	-34.2360794494303	2
3.11449371627541	-0.543776684650879	0.0155322533502309	0.0265252758899385	22.6524559521232	6.07932759963168	7
-3.30217415499713	2.51640622884836	-0.010410953811508	0.0190736372546145	-15.7433345666455	-20.2796483033411	3
-5.46383743189249	-9.36033622102799	-0.0294145374026696	-0.0292504016504328	-23.4382407486385	44.1414527236043	1
2.4882386561747	6.76312431109353	0.0448264560000955	0.0265110706812951	17.2410325706132	4.05245021544092	7
11.3268536294896	1.12661342703399	0.056300977274325	-0.0254251804901618	45.4770277487186	3.94554899205253	6
6.61351395638716	-2.70541666514115	0.019899135595037	0.00866099201837724	32.4015420907974	9.5860736559804	3
1.98231848253536	-2.04348577508218	0.00627812912740331	0.0167483798315273	24.3362159468094	-32.8382743115703	5
1.37472908597916	-4.01900493002656	-0.0101255460671905	0.00587430035017227	29.6347104624176	0.144301314387334	5
-4.15112085242058	-9.42789729952124	-0.0183965333129882	-0.0536015343403993	-14.6539086531337	55.4428508191815	1
-8.47841560292422	4.90679471041813	-0.0267854884319426	0.00128294443877261	-40.839777730274	24.8001792632332	4
-6.81646824321533	4.21531052260177	-0.0243251961033536	0.0194109591136092	-38.6886740710535	-15.396450981573	2
-6.04265306653093	-4.39640162752204	-0.0444168129194331	-0.00304909155602595	-53.3892211054674	19.8623358100785	2
-4.16890933077376	10.3037130754152	-0.0105924495131121	0.0370472496095259	-13.8840002896302	-38.3443136256305	4
-6.91957143870802	3.88966414068055	-0.0170435312975836	0.0383559310807233	-27.0840238966565	-22.3516217330031	4
9.60885430859274	5.08427573678841	0.074767322652532	-0.0382738728116225	53.9965994592617	-13.7515756866268	6
-5.83802057668755	2.0882967488277	-0.00805111809399528	0.021933040431616	-19.062402192287	-34.6103486131796	4
-6.51997885250914	0.267747780880739	-0.0386094847555013	0.0218889721517814	-36.8458161288663	-30.1417815762036	2
-3.67407518374124	10.7263093407411	-0.0130310429720764	0.0374010232467783	-20.143203341736	-35.2355838115153	4
-8.30605395771302	1.30563850075239	-0.0163274041000522	0.0442236889789824	-22.1230647224384	-20.3224511452969	4
5.34277647661862	6.06080281215938	0.0366172300135062	0.0112294238169593	32.7745320966405	-1.61443168454187	7
0.0123529312791342	-11.2875181804591	-0.0355759468100927	-0.0838728850205999	1.06489333210113	53.8447251673401	1
7.62684689934566	-1.97612656887577	0.0332643502173211	0.0174371098691195	31.5596027740555	4.04857988841483	7
-4.4312346512708	10.3664060537722	-0.00473023294494933	0.0435698750133547	-4.60170219970026	-21.3969537210669	4
-1.66457820648339	-3.41313117508644	-0.00552121435874876	0.00668629279710529	-7.14155550990052	-25.4110676527303	3
7.45408571011184	1.94375442416549	0.0347399364317248	-0.00694538318960123	25.3944260008223	-7.81197439398546	6
-3.32225094369948	-6.48771695269163	-0.029621046858552	-0.0355085531022361	-26.400765337455	39.8490475681441	1
3.81518706959059	3.53574303726848	0.0272687323199964	0.0257572328122484	30.0816373547073	2.62284730759234	7
7.43440185215159	3.16251559938915	0.0353930948839882	-0.0134144043943584	20.8989329033228	14.9440574843922	6
-5.84261414058917	1.67307409109133	-0.0317923633614286	0.019360749617128	-38.6901272359761	-45.9319828385954	2
-5.12276866147652	4.38634701889108	-0.0344174112067108	0.0231038764628483	-18.5466365206724	-38.691824747514	2
4.32821388857075	3.15385271684604	0.0459422747547072	-0.0310949191129219	11.3533967986541	-14.336064687866	6
8.867994494577	8.70394814878923	0.0471922052714271	0.000953116187758413	37.6833205594585	-0.369905223096196	7
-4.77265143660614	-5.97577286872786	-0.0231676462241949	-0.0583113150016873	-15.2729732395941	32.6591631747313	1
-4.21119701189737	-7.29805389981184	-0.0471083839467386	-0.0532353002718635	-51.4145743917949	34.0906298189626	1
4.98129103095095	-3.3484567868886	0.0101290531124401	0.0178864822461521	1.02372043792869	-12.4437533977026	5
-3.60501167950755	6.52157375219067	-0.00557616102184237	0.0401265503986809	-7.8241613301359	-4.36751215350566	4
1.86977160401948	-6.92297078819662	0.00357176765246468	0.0222679579408766	34.2495617250321	-10.6846176843446	5
-5.23659314717419	3.9166924554714	-0.0221894895587894	0.0252622238556415	-16.8177706257318	-20.5586549392116	4
-9.87003902925504	4.25329585200228	-0.0289377190784223	0.0272016349818904	-22.1642559688175	-41.1071538462991	2
7.9967189464819	6.75839496186198	0.0595124452031563	-0.0291344690908905	47.2416514278413	6.51898233325788	6
-5.70983335305157	1.86924067717997	-0.028541288654994	0.0198730658548729	-37.792199937303	-9.19098002911446	4
-8.77408056181259	2.43592125748003	-0.0243381320955702	0.016810410161346	-28.5406187961542	-5.08223351638665	4
-8.48528640063562	7.38995633503859	-0.0529690389241556	0.0338336150587078	-59.4573429291327	-14.6155692607667	2
-10.0514128127908	10.0717703857305	-0.0523991948380643	0.0305539384268561	-45.7372052348455	-24.0998987286461	2
3.02192533050047	-1.27244535022113	0.0193426299676624	0.00744011963483347	6.85991031104273	-7.76450569573694	3
8.55940949861039	0.655021646185172	0.0463838964651368	-0.0200170237854125	36.7958358507136	-1.31948506374292	6
0.920826288301861	-8.75682646585603	-0.025519481944602	-0.0611341490442853	-13.8158551935536	41.30287313712	1
-4.33134316679969	4.96410590612533	-0.0118993064895226	0.0308352191957161	-28.6304831076214	-6.64680189703734	4
-2.35879339711993	-6.60243550998875	-0.00549976113991853	0.0121434500767241	-19.8557172682989	-5.29701291387679	3
-4.5971447529333	2.17660285013903	-0.0143521313282168	0.0178338365264792	-17.7737415726005	-18.2818443927968	4
-7.22398918277104	-7.19944078676953	-0.0411049278737932	-0.048431161726838	-2.22118972884159	40.4584072285289	1
6.24055592795429	0.959401395273617	0.0327399974240406	0.0161062132633267	29.3811027712	-23.1977344104236	5
5.26541499257898	4.10464686540078	0.0275503950969114	0.0179119265923143	34.1106229820052	13.1709873369788	7
3.74625397231296	1.71235707749417	0.0320617673765742	0.0196134734612222	-0.884651405784444	29.5042759923131	7
-1.51264410416976	-1.29350828287434	0.00556871564740399	0.0153532667560756	-3.03551462293244	-29.561799378684	3
2.21866111306283	-5.2263398228366	-0.000903355712927373	-0.00940372001143204	25.4554272999624	20.2329322218348	5
-3.34242167334502	2.12830633092718	-0.024874486905785	0.0139937660854092	-14.2414449539881	-10.1254605052011	4
5.54747065066289	0.360882160915806	0.0368329873542639	0.00949944099456267	36.0133424775225	14.1286102656208	7
-2.01331629285512	4.87294318781116	-0.00335832106073797	0.0276454645296174	-15.4208147321167	-21.0026624182173	4
9.41978788806462	-0.0440602210761884	0.0366859052346303	-0.0183462038129971	46.563690633702	23.6760623852283	7
-2.74043204225731	-7.42821370087132	-0.0258045525522977	-0.0261082619867935	-36.4148285635975	20.0626085446825	1
-4.84287730392806	-7.96471599988566	-0.0389671218185155	-0.0780374224758779	-15.8452026257855	38.4419522747125	1
3.50383648315808	-0.322630188157167	0.00335522285911948	0.0150887626315368	15.1044902046177	-11.8695000286511	3
-0.860663400726717	-3.27610545026252	0.00339057639516813	0.023127988674517	0.49806332728031	-50.8165168212342	5
-5.04418411157362	2.43792039754472	-0.0313665730116072	0.0116215837652451	-39.2745472259533	-13.0653925119603	2
7.46514698629721	0.33725866094325	0.0474423305211696	-0.0298850718115911	35.4734508555804	12.9951474447489	6
-2.04818652652918	-6.98865910020271	-0.00875223951801533	-0.0686187881044053	14.8188768482962	43.1970623190342	1
7.23750199371602	1.03598901012785	0.0296984430653234	0.0167051117874099	34.7698075385475	-20.6978994393408	7
8.30779897741927	5.20839331787244	0.0402580183817164	-0.0198030288953975	36.955966045209	3.6764573169876	6
4.21381828998892	0.0465621130221113	0.0188890728801061	0.00275600897636509	19.5265272386005	-0.01513819745322	3
-4.86234963668072	4.1318040128314	-0.0268831235905427	0.0310489747347949	-45.3065320390544	-24.9130847984153	4
-5.00592692033302	10.0530130595294	-0.0180360149528048	0.0491191732992976	-35.7915215278908	-32.3218735735538	4
2.99256931297426	-0.760987776080409	0.00436038752988458	0.0111712948218606	19.6289684776834	4.95079483120582	3
-5.23885102539542	3.96560483939707	-0.0265248386675274	0.0321624127061639	-34.1433536858032	-14.1174168952818	2
-3.68551714789262	7.61833325490504	0.00150138256431198	0.0192478609663087	0.647953961565244	-16.6060443462013	4
1.13606930770732	-5.68438984413902	0.00720872306821301	-0.000469003278829928	6.32109476844096	36.9238654781924	3
-5.08725300031942	-8.29727038957346	-0.0342366434969681	-0.0548575244765884	-19.7976997390908	59.8629915606332	1
-1.1213347387409	6.86272765861453	-0.00230037229369801	0.0427493234055375	-24.033113550323	-17.5628091274451	4
-6.79898400646768	1.29116820075107	-0.0481400206204312	0.0459453703471743	-44.4010174150893	-31.8964430906713	2
-9.82394563085774	0.631853620523957	-0.0447161266454431	0.000253844070550639	-38.5588324455795	-35.0517811359975	2
-10.8792807956606	-2.84176497226507	-0.0370273216440862	0.00706804954750589	-44.5703447342293	-6.85626426963987	2
5.60482745008828	3.61607860434108	0.040688092761415	-0.0127470309182643	33.6234402893457	-22.8451846797811	6
-8.03550623270598	-1.10031870507088	-0.0415977356287957	0.00372568549855183	-53.1690686214231	-14.7833949027596	2
-8.9989626317778	-0.377312524537072	-0.0537795693170968	0.0205747024101536	-36.1152334391901	-17.1222430363212	2
1.41277533264066	-9.12497102362154	0.00422593721978146	-0.00804525293037504	16.126424305992	20.2548378078286	5
6.76150832836317	2.17319022795001	0.0339077787174065	0.0185212033619972	21.1345769791412	-3.58086560335363	7
-7.51404627941347	-0.657667519902697	-0.0483698090414169	0.0092618834795967	-40.3156550006037	23.2942175065782	2
5.43626446930197	1.58704370449111	0.0452189148448736	-0.0390844919957567	32.903247793133	8.33087018817802	6
-4.39188018988618	-8.08392437765129	-0.0414031690619483	-0.0535807457147379	-28.0694577620223	23.7638850635943	1
-5.257347479292	1.30972071537387	-0.0529828930573172	0.0264057963060767	-43.1368741128092	6.94237752819673	2
-4.78146874925769	2.23730455228023	-0.03257320385849	0.03159923988691	-14.4495030907585	-10.101558783138	2
1.37131059681611	-1.32224040861197	0.032256521290833	0.0224225052550384	22.0872574743576	-5.81296767599375	7
-4.66214063466879	-13.8295769640609	-0.0284388436718853	-0.0540840875681893	-18.9272791605878	31.1133772878518	1
-3.67092157082557	-10.1025010712304	-0.0460485670890838	-0.0846976554476705	-20.7028425697473	59.334165762646	1
-1.64194670530785	-4.09107273733314	-0.0270863037461321	-0.0710764463514424	9.87364368849411	53.9358696343228	1
-6.7305071600772	-0.556373649650136	-0.0477717267840815	0.0004049287858258	-55.8865132068282	-0.143415725738411	2
-6.29126992720342	4.39027913709627	-0.0421599216700431	0.0482770054698034	-26.2187564314493	-33.91421527105	2
5.52398139551918	4.78985221401797	0.0618665339037662	-0.0333654460827986	35.5417233879376	2.28946911524456	6
8.35042661562548	-2.82279119171246	0.019890704723337	0.00409919032386361	41.0836424132192	-7.6165757568435	3
-3.7955837199258	9.38551874799124	-0.0217853206272046	0.0267253319995413	-45.1608288417911	-21.8737470224975	2
-3.34300546830958	-9.59687376174266	-0.0432157696775463	-0.0722342281945398	-23.7544662776242	49.7303425239865	1
9.2275213976585	2.04228152817918	0.061314190119245	-0.0326368957071905	38.4910780256785	17.567601470016	6
2.12738765040033	-0.22915664059142	0.0165255144881098	0.0106165068839082	16.2477433650903	-5.06104529235948	3
3.8595894735224	-3.8824586419765	0.0135565883859016	0.00925152296826216	14.6286059923758	20.7597233119522	3
-10.1950824599106	-0.653152305673197	-0.0474844688144758	0.0278635449630997	-53.5765714316286	-20.9794384322096	2
-8.99574344172665	0.287414017626446	-0.0618489484731392	-0.00881462797749862	-48.1031411760519	-30.1484171283279	2
