labels	s1	s2	s3	s4	s5	sn1	sn2	sn3	sn4	sn5	ts1	ts2	ts3	ts4	ts5	
2	-303.9	-3181.57	-3667.85	0	0	2766.98	4246.5	-11302.65	-39328.54	-33553.03	0.71	794.87	43536.42	57644.78	286179.91	
2	-473.01	-2247.15	-2810.87	0	0	3023.57	14578.97	11212.39	-13478.21	-10858.37	19.95	-4609.17	44738.71	51998.33	233898.7	
2	-1154.62	-2513.33	-3141.48	0	0	2122.68	-6247.67	407.41	-28740.38	-23334.19	-6.89	-5367.4	48128.42	55591.19	273158.97	
2	75.56	-2550.32	-3154.35	0	0	-6987.41	1184.39	4584.84	-17546.27	-21037.7	13.51	8800.61	49700.75	56821.16	300897.47	
2	-125.06	-2609.87	-2858.97	0	0	-1900.97	-9077.48	-14845.47	-27241.92	-19440.45	-1.98	-3439.16	45448.4	53565.23	259100.63	
2	367.48	-2228.59	-2922.03	0	0	2496.66	2098.93	3666.52	-21672.14	-13862.79	-6.91	8151.57	47141	54343.84	238221.16	
2	214.11	-2379.23	-3000.99	0	0	976.25	1178.78	-4866.16	-26066.18	-19325.48	12.9	-5196.33	43182.19	57137.76	266553.78	
2	1428.19	-1875.33	-2474.53	0	0	-193.1	3996.96	4938.18	-10263.37	-6059.6	-4.99	-838.87	39536.81	50228.39	229874.37	
2	365.36	-2545.03	-3177.59	0	0	1103.09	9005.28	-7742.29	-31299.9	-25265.07	-8.74	2597.9	44396.08	58312.8	275480.11	
2	-619.78	-2830.96	-3489.32	0	0	3182.45	3841.71	-2457.97	-25579.93	-29200.39	29.97	13985.16	53685.86	53817.12	318765.89	
2	352.25	-2752.75	-3395.35	0	0	253.58	4376.97	6952.06	-24795.24	-27851.97	-19.43	-16560.31	49898.52	54771.66	315479.46	
2	1830.14	-2018.12	-2519.51	0	0	-2482.96	-1683.53	-12848.12	-16379.99	-12314.53	-35	4985.9	44531.63	53418.68	249971.47	
2	-1039.25	-3214.79	-3734.24	0	0	-747.77	-3615.97	-20592.69	-37051.48	-35374.63	-8.88	3428.82	51613.97	62160.3	337133.49	
2	820	-2202.85	-2824.54	0	0	-830.8	-2963.45	-1734.27	-12108.47	-10460.73	2.02	-4635.6	40801.78	50638.24	231484.18	
2	-16.61	-2664.29	-3335.28	0	0	2482.44	-6548.69	-12901.65	-38390	-29418.33	-6.8	3919.48	50956.34	60215.32	280626.78	
2	-932.58	-2122.7	-2660.84	0	0	1029.16	-7599.99	-7298.36	-15238.13	-12265.27	13.33	777.58	9016.02	97364.39	247995.02	
2	-389.81	-3357.07	-3868.43	0	0	1434.66	-1109.75	-22727.35	-40072.19	-36923.73	-21.54	19482.27	53786.5	64073.42	338332.98	
2	975.36	-2100.43	-2581.47	0	0	236.44	-9683.24	-15042.37	-19081.51	-14096.86	-13	-6768.9	44868.76	62433.75	253193.15	
2	-1392.74	-3605.51	-4026.92	0	0	-1294.06	-6803.91	-20299.49	-46429.77	-35840.51	-7.74	4773.42	52194.57	61025.2	290774.2	
2	1815.48	-1217.19	-2294.17	0	0	-23.99	-240.02	-2287.32	-15592.84	-12068.12	9.16	-1243.45	45898.93	50072.9	253187.12	
2	-562.54	-3435.67	-3937.35	0	0	442.45	-13382.82	-26174	-35295.77	-36770.04	-2.71	5039.16	50962.15	60473.72	336503.24	
3	2755.62	3870.87	4252.89	0	0	-4402.18	-5390.37	3956.57	-13722.27	-65265.24	1.6	-3148.63	-48528.01	-52817.58	-253322.44	
3	-423.35	2913.84	3390.14	0	0	329.27	946.34	-15909.36	-47554.29	-81624.07	7.13	-1036.5	-63661.44	-62152.1	-305600.89	
3	-1060.37	2227.43	2650.4	0	0	2575.77	-12551.55	4497.66	-33989.46	-52237.01	6.61	-1225.66	-38308	-49037.07	-205839.94	
3	-306.93	2826.78	3111.06	0	0	-538.35	-4071.17	1156.86	-11003.72	-47766.98	11.43	-4689.9	-47527.09	-45682.04	-225708.95	
3	147.42	3110.47	3365.27	0	0	4509.47	-542.98	2369.48	-11190.75	-49212.11	10.56	437.31	-24229.1	-47189.33	-230018.09	
3	482.29	3703.4	4075.81	0	0	1473.9	2808.6	10086.9	-8782.72	-59212.15	-0.4	-30509.91	-44203	-51754.51	-249233.79	
3	1618.22	2748.91	3034.23	0	0	-1468.94	6497.3	-2850.43	-17437.94	-49333.48	24.84	-644.22	-44377.63	-46720.44	-222572.13	
3	895.98	2364.26	2762.1	0	0	-669.12	237.93	-20987.65	-51255.29	-66235.81	-11.48	-4980.55	-46375.74	-58511.32	-326347.74	
3	-1382.27	2164.89	4561.98	0	0	-1033.18	-9093.45	-19932.66	-21354.11	-73619.14	-3.55	-943.27	-50523.6	-57015.18	-258834.06	
3	1762.52	3325.39	3743.88	0	0	516.37	4451.66	-5939.74	-42955.72	-86880.69	-8.82	-4001.79	-58201.76	-57301.4	-297515.5	
3	1851.99	2976.78	3262.54	0	0	2056.48	2066.73	4724.41	-15402.68	-51456.5	-7.38	7590.13	-40403.36	-98240.96	-228235.06	
3	-1244.93	2512.5	3078.68	0	0	-1083.08	-4193.34	-13807.09	-50322.46	-74471.72	-9.62	-3697.04	-49067.02	-56513.33	-318741.73	
3	1472.15	2860.4	3253.84	0	0	1167.52	-12156.11	-24766.57	-56593.74	-83503.59	16.27	-8012.2	-43787.62	-57457.49	-313664.99	
3	-657.71	2429.45	2933.68	0	0	5058.28	6842.38	-16421.51	-53980.21	-71553.82	14.8	987.11	-54901.26	-54523.12	-322356.74	
3	-391.49	3116.8	3574.16	0	0	2586.66	2789.21	2959.2	-28338.68	-70167.16	9.28	-1375.64	-31289.65	9852.18	-281049.64	
3	-1147.63	2494.67	3033.21	0	0	2268.58	-3129.25	-15119.93	-52413.08	-75011.41	-4.91	-5110.57	-42314.78	-58457.75	-319675.85	
3	1786.32	3312.89	3736.34	0	0	-2651.52	-4401.9	-13528.02	-38987.74	-88192.45	-15.35	-2490.39	-66075.52	-58388.52	-298946.63	
3	225.42	2354.5	2795.02	0	0	-1810.23	-15335.86	-7337.35	-45246.46	-61810.6	4.49	4869.98	-48786.58	-54095.68	-325847.28	
3	360.42	2970.99	3223.7	0	0	520.35	-963.91	4442.97	-15738.74	-49591.75	-22.3	13389.88	-45453.6	-46624.14	-227344.8	
3	920.2	2300.68	2672.65	0	0	-509.63	-10756.86	-4402.44	-18161.07	-43541.77	-6.93	517.22	-41133.24	-42280.37	-208261.76	
3	-632.41	2942.27	3484.39	0	0	-5082.59	-18840.53	-14423.15	-50244.42	-89374.8	-15.92	-4731.92	-47384.7	-56669.23	-309717.58	
3	512.07	2559.17	3007.32	0	0	-4750.41	-6820.85	-8594.7	-38612.2	-66910.14	3.03	-9436.13	-48172.03	-54824.73	-318947.59	
3	1639.59	2850.31	3249.13	0	0	2871.19	5974.19	-21093.95	-57995.11	-83710.23	5.36	-3028.68	-76041.58	-56072.72	-313590.87	
3	690.37	3322.2	3695.52	0	0	-2482.02	-4328.99	5698.5	-8813.91	-55449.91	25.9	-38741.96	26167.13	-51660.73	-244075.13	
3	1826.82	3595.54	3937.29	0	0	6027.36	1469.32	12166.34	-8932.01	-52825.29	-3.41	5495.26	-41836.6	-48398.78	-240096.17	
3	146.25	3355.03	3713.82	0	0	-6873.48	6752.64	7474.85	-9100.52	-54819.86	-12.7	115.9	-39304.38	-54999.75	-242527.55	
3	759.13	3127.94	3580.92	0	0	1138.74	-8659.28	-5099.13	-27000.46	-73568.21	7.25	-3012.78	-43880.04	-56060.77	-283732.43	
3	369.04	2442.36	2783.97	0	0	-205.75	-8138.8	-5802.1	-18084.57	-44048.18	6.2	-501.94	-36680.51	-44190.64	-215070.57	
3	1856.71	2891.89	3333.71	0	0	-2476.14	4104.16	-3636.21	-22372.48	-60724.82	7.09	12751.17	-33975.66	-53227.16	-268987.96	
3	-1907.05	2736.51	3316.79	0	0	1005.74	-6080.81	-9513.71	-27979.08	-66785.9	26.25	-5013.35	-49428.7	-54268.93	-275808.83	
3	1035.83	3691.08	4105.79	0	0	-2589.12	1209.42	-1992.78	-34809.88	-89205.37	4.17	-2907.68	-56478.82	-58181.9	-293920.98	
3	1776.1	3260.82	3650.27	0	0	2371.8	11415.02	-5080.74	-18701.12	-62183.01	3.16	-4856.31	-51500.5	-49584.78	-257513.49	
3	2712.78	3171.91	3636.78	0	0	-7.23	2144.02	5107.58	-35938.35	-78313.34	1.34	-2102.91	2425.41	-54352.51	-288758.66	
3	2089.24	2841.86	3146.89	0	0	-5126.12	2634.25	-1123.93	-12728.25	-51167.2	-2.1	1878.7	-42916.79	-46877.2	-225473.12	
3	-836.14	2525.13	4379.35	0	0	-7481.94	-12884.75	-18288.31	-34896.9	-91773.51	-7.26	-10358.41	-33357.27	-59622.65	-294658.52	
3	883.14	2485.08	2631.34	0	0	-1059.15	-4765.58	-675.08	-61142.43	-70406.42	-4.93	-2590.91	-38603.5	-55832.98	-330414	
3	922.57	3391.84	3788.33	0	0	3230.1	-4625.62	-56.23	-13060.57	-56917.62	-29.45	-2186.62	-46960.11	-56607.64	-245573.04	
3	-872.37	3457.96	3864.6	0	0	336.49	3849.25	3247.11	-13603.12	-58766.09	-5.41	-1113.97	-44497.25	-52207.67	-248486.35	
3	980.79	2650.13	2963.14	0	0	-44.3	-6395.73	538.29	-20578.53	-51971.91	-27.68	-33491.34	-42892.31	-47319.9	-219348.39	
3	-146.7	3130.96	3594.1	0	0	1855.74	-6083.42	-7047.78	-21411.12	-68206.82	13.54	3524.26	-45658.64	-53906.66	-279185.61	
3	1715.72	3220.3	3601.35	0	0	-4387.96	-7639.25	2489.72	-16149.19	-59467.66	-9.39	7172.34	-38774.49	-51528.93	-255311.3	
3	1055.15	3428.27	3835.19	0	0	4068.88	8491.08	-5124.33	-32558.5	-86054.19	4.64	-261.73	-58524.88	-58194.39	-293952.32	
3	-355.06	3488.45	3877.11	0	0	-2888.77	8156.23	3701.68	-7732.76	-55771.99	-9.42	-26.01	-39025.83	-49909.97	-245276.76	
3	1245.18	2668.76	3090.08	0	0	-93.94	-6828.89	-10996.2	-24493.73	-59169.52	-5.25	-1424.53	-50264.19	-85268.1	-269719.85	
3	-1198.14	2558.99	3098.46	0	0	-1297.94	-11576.53	-13861.42	-51149.38	-77035.74	33.78	-9995.23	-46301.89	-55012.67	-318044.15	
3	1341.6	2881.97	3206.35	0	0	240.8	-8725.47	7735.58	-12648.66	-52619.72	19.87	869.15	-40308.02	-50268.66	-227476.64	
3	-647.88	3162.63	3754.72	0	0	-6040.84	-12301.51	-6713.11	-44379.33	-92854.78	18.77	-6852.94	-55174.28	-63516.04	-304706.34	
3	-123.26	2527.16	2956.48	0	0	4364.18	6361.13	-15982.68	-35819.19	-61427.64	-0.81	-25710.33	-42891.42	-53712.35	-272372.62	
3	738.39	2709.37	3169.9	0	0	1429.68	6114.18	-8842.63	-35219.06	-66212.61	-19.3	666.3	-45478.15	-55283.34	-275559.56	
3	1932.89	3549.17	3881.49	0	0	5821.9	7639.04	14486.76	-11101.53	-51103.72	1.78	-2279.24	-45052.22	-48632.54	-236853.31	
3	-105.57	2419.83	2885.82	0	0	4042.86	1451.51	-13641.19	-48613.49	-67660.25	-13.79	566.99	-43689.96	-56828.68	-323889.79	
3	1835.02	3232.37	3424.21	0	0	-173.37	688.56	15473.4	-10608.14	-49391.17	-8.93	-758.85	-43226.33	-47360.17	-231313.06	
3	2274.96	2944.58	3343.92	0	0	-3024.96	866.75	4082.55	-20293.05	-57567.44	17.88	-5740.92	-47298.24	-51484.12	-263921.04	
3	-2353.95	2725.82	3310.57	0	0	-5424.03	7796.01	-13180.33	-33630.76	-66961.09	-1.36	-13549.93	-40725.66	-48882.24	-276268.95	
3	755.06	3819.13	4208.79	0	0	-156.16	8380.62	-1756.19	-12063.17	-62294.3	4.8	-1464.1	-47540.06	-53050.96	-251255.02	
3	-471.17	2647.1	3160.27	0	0	450.03	-3486.9	-20595.6	-45774.14	-72910.44	-23.58	-997.56	-47850.79	-56536.95	-315040.35	
3	654.85	2729.36	3139.3	0	0	2930.19	3614.31	-228.45	-20899.31	-56877.34	3	28741.57	-49071.51	-49747.18	-267622.38	
3	-973.98	2956.79	3445.12	0	0	-3060.76	-9785.45	3620.21	-25065.69	-67969.26	-26.56	9698.94	-56614.99	-55754.78	-277583.04	
3	909.35	2623.48	3050.72	0	0	2177.37	6941.25	-4674.91	-28252.47	-58417.58	13.2	30651.3	-45963.65	-48658.25	-269766.73	
3	2165.97	3132.85	3593.06	0	0	6.86	-7991.95	-11126.1	-34765.14	-77553.73	-7.47	-4036.39	-43518.56	-63421	-288469.46	
3	1659.69	2987.61	3465.8	0	0	-2528.35	4878.38	-3520.13	-38286.93	-79416.03	5.62	449.01	-48184.45	-57392.37	-295051.66	
3	1831.79	3716.74	4118.35	0	0	2114.54	1239.34	-401.88	-27749.22	-80159.49	20.59	-6721.26	-46734.74	-58486.83	-288218	
3	1182.68	3842.77	4209.06	0	0	589.8	-7792.91	18384.44	-9756.48	-58771.83	8.2	-108.01	-43892.68	-52829.7	-249186.08	
3	2289.66	3187.47	3638.51	0	0	-912.54	2704.58	-75.89	-39860.94	-80227.66	-7.98	-2975.8	-61330.19	-60262.83	-290975.44	
3	-329.45	3256.99	3769.6	0	0	5424.03	3282.27	-7828.44	-43178.61	-91511.35	2	-4554.57	-48314.29	-66517.29	-302291.1	
3	-131.72	2310.63	2714.76	0	0	1620.27	1003.71	-13571.78	-25262.99	-48537.6	18.57	1558.14	-38794.47	-43069.6	-208233.47	
3	955.65	3777.22	4168.74	0	0	-538.47	13816.13	6947.48	-12962.64	-61848.63	3.55	19.38	-50489.14	-51888.31	-251313.41	
3	603.08	2926.33	3287.16	0	0	624.95	9824.95	-22365.86	-53369.09	-84913.53	-7.1	-3171.55	-47041.45	-56345.44	-312457.6	
3	489.31	2749.99	3192.62	0	0	53.57	-2182.59	2156.63	-24579.35	-59725.89	21.87	-7754.52	-33200.3	9396.51	-269779.51	
3	-360.08	2992.82	3483.18	0	0	313.22	-7584.21	-1280.9	-30478.05	-71897.23	-13.73	1897.59	-44087.81	-57200.5	-282119.15	
3	924.62	2398.62	2767.89	0	0	1152.98	6501.57	-16319.61	-52690.59	-68313.77	5.01	-2345.37	-47796.74	-56874.42	-326600.65	
3	1607.15	2512.55	2873.59	0	0	-2018.26	-8882.86	-6710.41	-29532.64	-54660.18	-24.48	5078.17	-40405.6	-49421.12	-267194.68	
3	871.37	2046.17	2456.1	0	0	-2599.03	-9621.49	-14876.39	-23956.28	-41385.32	11.89	6736.08	-29409.96	-42515.93	-199668.53	
3	673.85	2034.29	2451.97	0	0	874.89	-5687.83	-17707.36	-20589.3	-41614.5	-6.39	-3228.21	-42079.18	-39215.32	-199699.35	
3	-227.28	2527.37	2935.84	0	0	5447.96	-15708.55	-21160.49	-60996.23	-75217.92	16.1	-4512.39	-43459.36	-55809.22	-322748.62	
3	2919.12	3211.54	3670.39	0	0	-1127.51	2857.2	-8188.63	-35543.6	-79429.14	13.82	-4796.91	-41114.79	-53653.03	-289399.89	
3	1717.49	3795.11	4197.49	0	0	-3246	-10085.38	-6633.11	-26574.36	-79471.26	1.45	-12973.09	-52468.31	-59916.67	-287037.13	
3	-120.81	2868.85	3360.03	0	0	-922.69	1085.08	-10954.1	-37739.05	-76304.22	-2.02	-2450.47	-50504.12	-56124.11	-298323.53	
3	634.61	2681.23	3128.21	0	0	-1659.23	-1420.98	-2773.93	-30076.05	-61903.74	-10.59	-29451.25	-19395.02	-54958.75	-271526.01	
3	-862.35	3143.67	3687.39	0	0	-1189.43	-7108.7	-17107.59	-45016.82	-90577.37	-3.59	2586.94	-50696.61	-58240.36	-304561.23	
3	1576.98	3878.54	4278.67	0	0	1219.01	-2875.92	-7260.16	-17733.47	-71470.66	-1.63	-3337.04	-38959.44	-55070.82	-257304.24	
3	1756.88	2812	3246.78	0	0	-597.73	-1020.59	-7717.09	-21115.82	-59620.23	-13.28	-14353.84	-28608.95	-47603.19	-268635.25	
3	-446.91	2141.88	2550.25	0	0	-1990.29	-15346.8	-1224.29	-18600.59	-39599.79	-12.56	-1511.75	-31602.1	-37569.62	-202897.48	
3	-893.86	2669.58	2993.49	0	0	-1539.06	11571.89	1444.05	-15373.03	-47239.29	-4.78	-7550.45	-38686.6	-49158.85	-222995.31	
3	1645.98	3415.8	3824.43	0	0	-4175.49	-8205.8	3349.82	-38765.77	-88467.61	-7.05	-1481.64	-58885.97	-59614.33	-297292.52	
3	-414.21	2367.26	2797.92	0	0	-2785.77	4986.68	-12383.98	-57377.69	-73478.42	-9.57	-6844.82	-65387.06	-55601.5	-327559.65	
3	1350.8	3057	3411.91	0	0	-4446.32	-1049.29	4805.91	-13795.62	-54915.9	15.26	6400.63	-38658.41	-46772.04	-240189.31	
3	164.22	3212.06	3535.69	0	0	-1755.22	-3989.46	-3164.49	-10212.08	-52840.01	-12.68	1305.08	-45785.51	-60628.44	-237556.91	
3	1128.08	2448.13	2855.01	0	0	-3462.62	-2903.25	-13825.26	-47544.16	-70861.4	5.57	-2021.17	-69444.08	-54738.45	-325026.67	
3	-831.8	2099.83	2516.36	0	0	-2329.04	-7036.65	1476.36	-48572.05	-62958.64	2.22	-3199.68	-31097.54	-54112.44	-330965.28	
3	1769.7	2997.78	3469.51	0	0	-1112.54	-10719.49	-8908.72	-45021.4	-80204.32	0.99	-9179.12	-56062.93	-48954.96	-296480.96	
3	651.28	2471.37	2821.49	0	0	-3808.49	2758.05	-7107.04	-16526.03	-45457.41	2.58	-2460.48	-36034.73	-44738.34	-216263.11	
3	28.43	2756.65	3197.84	0	0	-265.74	379.18	-16595.78	-52365.14	-81133.98	-2.44	-7582.66	-47346.22	-76221.4	-315013.35	
3	1500.18	3074.96	3519.86	0	0	813.95	-2045.93	-16852.93	-42610.32	-84588.66	-7.78	-4701.4	-52743.4	-55222.77	-301151.92	
3	-532.19	2819.75	3327.8	0	0	-3096.89	-6287.54	-6608.01	-27485.59	-64602.44	-15.59	-32249.83	-36233.36	-51734.4	-273185.96	
3	147.68	3608.03	3997.27	0	0	3134.65	6147.55	6947.09	-6067.92	-57530.92	1.13	5267.57	-47649.02	-46810.88	-247035.91	
3	2829.6	3779.66	4172.93	0	0	-4965.79	-15211.16	-1568.58	-15947.72	-69972.7	-10.41	-1414.99	-53323.18	-53645.6	-256522.15	
3	-652.71	3524.22	3922.64	0	0	-1382.72	-6356.71	-3693.34	-12415.28	-57814.03	3.03	3660.66	-46280.91	-50763.67	-246933.93	
3	-183.09	3180.8	3501.83	0	0	-4661.09	-2547.25	8267.69	-9993.96	-52087.5	-4.04	26306.08	-70810.11	-47434.23	-234812.18	
3	-1193.34	2515.29	3061.5	0	0	-1241.4	-3477.58	-19793.26	-52224.55	-73132.43	-7.65	-1647.79	-45517.24	-54004.99	-319087.11	
4	803.67	-1572.71	-3592.58	0	0	-4179.68	3766.47	-8254.01	-37018.29	-27739.55	0.98	2524.33	53766.29	55909.34	283638.54	
4	-68.57	3894.17	4522.78	0	0	-1931.6	-2653.15	2908.37	-41102.68	-102555.43	-1.07	-5209.95	-56188.07	-60165.28	-303706.7	
4	-3325.22	-4803.97	-5113.01	0	0	-2429.45	-6773.89	8341.25	26045.02	31482.32	2.12	5187.02	28079.7	33308.44	182862.56	
4	43.96	-5146.37	-4922.52	0	0	-3762.63	5022.02	-2589.32	1913.4	28560.4	-0.17	-1460.53	-6321.33	-11497.57	-76094.28	
4	-3283.9	-3938.09	-4269.2	0	0	-6401.54	-2826.01	10869.47	54096.32	73450.57	-9.79	1882.45	24288.12	25974.7	178074.49	
4	-1958.34	-4332.41	-4672.99	0	0	1487.41	-11461.45	-28467.98	-42838.12	-37949.85	4.27	6929.62	51657.85	64548.62	346250.51	
4	602.33	3996.01	4300.44	0	0	5793.11	17810.76	20931.47	-5595.06	-49343.29	1.16	-2078.14	-33190.77	-46061.1	-235350.13	
4	190.25	4037.42	4330.96	0	0	6462.61	5119.31	27581.02	-5843.29	-44736.54	13.39	-740.13	-38838.83	-45890.9	-234037.3	
4	1339.26	4569.39	4867.1	0	0	-1684.12	5641.29	34851.7	-3218.59	-37980.69	-11.24	-4217.66	-40306.22	-45341.7	-232621.77	
4	-490.03	-2795.43	-1772.03	0	0	-345.86	9780.72	18118.98	-3372.34	-5405.05	-6.03	-2805.29	35380.91	50581.64	218590.91	
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
