labels	s1	s2	s3	s4	s5	sn1	sn2	sn3	sn4	sn5	ts1	ts2	ts3	ts4	ts5	
1	-1056.39	-514.71	-17.91	0	0	-172.98	12857.86	11382.14	28882.11	52885.8	-4.48	919.42	11039.74	8542.26	96028.6	
1	2776.74	1397.12	992.28	0	0	-339.63	-2225.89	-14089.02	9006.71	40997.75	-14.81	-292.09	2719.51	-2734.89	-2516.85	
1	584.1	654.25	1181.77	0	0	8639.6	2085.3	-25.65	6250.88	14144.12	15.36	6940.07	-11712.12	-19106.54	-117177.43	
1	1145.41	283.84	-14.34	0	0	-2097.78	-8803.37	11402.94	28992.64	53113.73	-14.66	-2057.08	7546.94	8875.79	96201.83	
1	1152.83	219.68	-730.07	0	0	-348.14	16672.32	21606.91	43639.11	65856.13	-9.08	-6188.87	13510.76	19344.07	113041.51	
1	-2155.34	-1524.75	-1704.03	0	0	7841.76	8020.57	22748.65	46384.29	81160.75	-1.65	22581.4	94436.91	24569.75	134891.7	
1	581.33	1353.35	1980.81	0	0	-3648.02	-7880.78	-2069.9	1638.23	4191.3	-0.85	8203.51	-12205.74	-21994.44	-138084.01	
1	261.96	18.81	10.13	0	0	1451.87	-718.15	3190.4	9553.77	5591.32	-3.72	4028.12	-12009.85	-12014.2	-36208.95	
1	734.21	-159.49	-1241.87	0	0	-3436.79	-9712.08	-4668	35935.91	51771.86	8.4	-3390.08	14983.35	15528	66222.2	
1	-1591.77	-1217.59	-1262.01	0	0	2884.8	1096.3	14636.18	41328.01	69245.26	-0.23	16519.52	25497.36	17176.54	127128.99	
1	2078.23	1993.18	232.01	0	0	774.96	-6157.97	-13932.18	21807.27	51521.75	0.81	6601.36	10497.23	5681.62	7676.18	
1	-2090.99	-1242.5	-1056	0	0	1748.85	5046.61	16509.09	38718.48	65747.82	-8.9	-6460.3	18419.69	11566.54	124359.74	
1	1515.77	1991.47	2378.17	0	0	-1044.52	-187.13	-16732.82	-10846.77	-30933.14	-22.38	4915.05	-29934.03	-35315.84	-197030	
1	-1059.37	-1638.24	-949.22	0	0	527.77	106.43	9286.1	29475.58	58995.35	-1.35	9469.06	14657.95	10540.31	122727.51	
1	-309.05	-406.4	-421.35	0	0	4210.23	13363.33	24316.52	34689.02	60852.29	4.77	-9393.91	14228.94	16213.74	106550.25	
1	-1359.28	1798.38	2198.94	0	0	-7032.96	-524.27	-4606.82	-16586.48	-32268.91	-12.8	2211.67	-28171.93	-36460.14	-192978.27	
1	-1159.02	-464.67	40.9	0	0	-5106.96	8638.06	-1655.24	26137.58	30877.78	-0.79	-3660.41	607.26	2567.98	29528.8	
1	-753.24	1550.08	1854.44	0	0	1038.53	-4183.3	-20227.98	-12922.71	-21154.93	11.8	-1251.63	-47444.7	-25034.96	-184382.3	
1	820.82	943.39	-1754.7	0	0	-2171.29	1490.01	28284.98	54740.05	78384.88	-10.52	4282.69	19033.76	21793.37	167618.6	
1	1177.65	835.5	1239.42	0	0	-1096.48	3677.33	7406.81	5357.98	13326.04	-7.32	-3749.33	-13333.43	-17588.76	-118592.02	
1	-130.1	356.95	796.41	0	0	-4698.02	-11927.01	-18275.21	9044.76	41966.03	1	3949.67	7225.44	8558.41	-283.58	
1	-1463.21	-673.14	-96.1	0	0	-2921.49	-4285.35	13787.22	32008.42	54950.84	-4.96	3923.78	11221.93	9530.74	98304.75	
1	-1289.4	-465.86	240.48	0	0	-1420.24	398.18	6340.69	24605.3	38388.19	-3.57	-4194.64	624.26	-1897.84	38787.48	
1	703.58	1038.63	1916.78	0	0	-2384.95	2265.01	-13632.37	-1830.18	18017.85	6.08	3581.55	-10005.79	-15975.4	-91309.02	
1	219.83	-660.7	-292.05	0	0	-2806.97	-979.45	-1507.09	28534.94	35663.64	3.39	11144.75	3771.69	8579	49513.96	
1	1833.26	1868.5	2256	0	0	-1472.75	5.96	-2336.9	2189.65	5196.54	-4.13	-6234.21	-11823.23	-20814.7	-136135.79	
1	248.22	994.37	-415.26	0	0	-3035.15	5903.42	-770.41	31551.54	59140.45	14.44	-2036.15	14076.53	13113.06	121038.36	
1	360.33	-254.18	-274.7	0	0	3817.77	2504.95	19293.63	39093.12	54764.46	-21.04	13873.18	13547.92	17274.79	85747.93	
1	558.45	1649.65	1955.77	0	0	-3173.11	-5284.53	-18875.76	-10841.03	-19554.84	12.56	-536.22	-29666.93	-24924.82	-188921.13	
1	1846.59	-321.65	-1841.56	0	0	5246.21	-5219.75	-3374.76	17764.29	24415.3	6.32	1303.49	19732.07	31551.11	201666.25	
1	-519.54	774.93	1307.63	0	0	-1331.24	-10700.31	-8870.27	-804.57	-1829.49	9.56	-1740.8	-16574.29	-25138.85	-165997.09	
1	-1851.74	-912.96	-611.22	0	0	-4562.69	6580.54	4142.99	24051.78	37376.34	23.17	-8334.93	4310.82	18789.62	55999.56	
1	-427.8	1439.13	2091.56	0	0	-2063.68	-4102.98	-4736.92	-4944.92	-6413.57	2.56	3059.38	-25933.14	-80446.21	-151910	
1	-1748.77	-1619.67	581.6	0	0	2595.7	-5209.71	-15153.68	16119.83	46881.63	2.61	-2008.83	10525.63	3630.2	3576.85	
1	-538.49	-428.94	92.65	0	0	2960.02	2996.56	6524.45	19712.63	30355.54	-22	-5221.51	-379.58	2513.37	29026.37	
1	101.47	1780.87	2137.56	0	0	273.59	-6323.53	-14231.27	-14371.34	-26124.55	2	-5474.52	-26162.11	-35062.85	-191645.49	
1	1728.16	1627.61	-2096.55	0	0	654.91	2405.89	21793.67	56484.08	85953.46	11.7	3929.1	33262.92	24152.31	137108.83	
1	-22.15	-303.24	171.12	0	0	1691.2	-7915.74	9199.96	24169.93	33959.32	-25.37	-3015.86	-522.89	1815.02	34147.04	
1	2609.25	243.27	-2057.34	0	0	-4584.18	-7342.46	-13268.35	26849.98	38394.44	-12.94	603.04	25104.19	30645.63	195549.81	
1	-195.95	-1535.75	-1719.14	0	0	-1953.01	12021.96	10996.63	9578.5	7574.65	-3.53	-722.28	564.66	8246.68	-16381.83	
1	433.95	860.49	1271.11	0	0	-5697.68	5196.3	15038.09	3231.55	7749.9	22.93	-11108.48	-18617.33	-17079.02	-125182.94	
1	-17.26	1185.61	1573.54	0	0	-1554.56	-10141.22	-4510.75	463.33	-2536.19	3.93	-8423.35	-23215.57	-24820.7	-159379.2	
1	-1430.89	-896.26	-832.34	0	0	2640.4	4807.15	4979.03	39587.53	55480.33	5.91	-19085.02	14736.51	22202.09	74280.11	
1	-1985.66	-2054.47	1895.82	0	0	1944.54	-4508.34	-7539.69	-5136.19	27900.75	-2.29	-1815.43	2423.91	-12266.85	-79392.79	
1	-2346.06	-947.37	-523.03	0	0	6656.09	6207.66	3694.29	30229.87	44308.84	4.2	5868.21	9099.08	9679.97	68374.54	
1	2275.25	369.11	-1149.58	0	0	292.5	9546.07	18853.91	55128.78	73358.61	-7.12	-3054.85	18809.56	33165.25	153847.83	
1	-1759.89	-860.23	-801.23	0	0	-6677.32	-505.44	15769.54	41332.68	56672.96	-3.27	2160.02	11629.67	17161.62	75479.06	
1	1414.94	2237.88	2333.77	0	0	4860.44	2697.85	-14306.28	470.64	9545.19	7.2	-1811.57	-16715.18	-19580.08	-132081.34	
1	927.68	-228.13	32.12	0	0	3639.76	-5369.99	6038.89	16639	16348.3	21.12	11449.42	-10324.15	-3885.72	-44818.92	
1	1178.31	761.36	933.53	0	0	-1955.8	5644.38	2090.26	7931.22	27869.94	10.82	624.8	-5751.78	-18789.85	-101116.31	
1	-752.06	165.32	1371.55	0	0	460.09	9964.9	10144.32	1779.76	-9721.49	3.63	-3508.61	-8628.59	-23428.07	-177383.67	
1	1593.14	1761.73	2097.61	0	0	2130.42	8922.73	-14312.47	-7333.01	-22218.34	4.17	-2048.66	-25635.88	-33214.91	-190971.97	
1	95.92	1007.46	1416.04	0	0	946.57	555.7	-19336.56	-3254.56	-2993.46	-1.51	2882.68	-21580.75	-25278.02	-167390.27	
1	933.66	-360.36	-44.87	0	0	1881.13	-1407.02	1266.22	23904.79	34900.64	44.31	4403.92	-6603.02	-10642.39	33922.59	
1	830.38	312.75	812.78	0	0	-545.22	-1590.33	2162.59	11558.32	23249.79	2.8	-3329.16	-6048.56	-12949.81	-116512.93	
1	-2548.54	-972.32	-573.01	0	0	-324.26	-4561.09	5511.29	31371.08	43123.38	-19.35	2652.64	8543.46	12457.91	66498.77	
1	1201.51	752.78	1521.55	0	0	56.39	7677.99	-4119.65	-311.33	13447.22	12.07	-4123.66	-7637.03	-15701.95	-109943.4	
1	-555.41	-354.04	165.11	0	0	-2576.65	-16669.72	5682.47	25030.81	35124.74	-15.21	-3672.78	1176.57	2036.62	35005.33	
1	-15.29	-432.76	24.72	0	0	4061.36	-8099.86	4727.11	20220.65	29019.5	-0.14	-14321.44	2180.14	1037.12	27343.28	
1	799.39	-189.83	41.08	0	0	-188.88	976.44	14983.94	30515.53	51728.26	3.71	-4551.23	9822.91	7295.41	94780.71	
1	-242.87	-34.68	423.08	0	0	1852.46	3755.16	1231.63	19647.75	47930.65	4.67	-2756.57	9558.42	4107.32	7617.64	
1	-541.37	-692.71	-259.66	0	0	-2772.45	4671.62	-3008.25	30801.61	38350.95	23	-4955.77	4744.17	7767.05	49132.35	
1	-1174.06	653.98	1221.04	0	0	-3433.4	-4717.53	-15630.21	642.94	-787.74	1.05	-1186.19	-19705.54	-17593.7	-167238.15	
1	566.15	853.4	767.56	0	0	-480.81	3703.3	-11038.75	10113.39	40848.46	-17.98	-236.85	9148.66	-4535.53	528.13	
1	1448.71	999.17	1149.05	0	0	-965.99	-2669.87	-7604.75	6861.87	33597.45	1.78	-1054.2	-420.72	-7296.15	-75098.49	
1	3930.8	1154.26	-1911.11	0	0	3376.54	3600.61	14145.26	49518.09	78193.31	3.4	2079.49	19990.75	27637.62	169327.06	
1	-1254.5	-1544.93	-1920.64	0	0	1610.71	3133.81	-4508.97	8540.91	14855.33	6.3	1151.64	28446.93	33415.86	204834.67	
1	-690.26	-914.27	-907.21	0	0	1414.32	5618.26	1105.84	28344.95	33897.37	4.6	7563.31	2759.67	10619.07	57450.2	
1	-1536.05	-764.67	-245.65	0	0	-4542.17	-1726.32	-3856.47	24551.68	29642.66	1.58	-4249.28	-4580.46	2947.88	47653.4	
1	-1564.06	-556.21	-472.38	0	0	-3110.96	9041.43	18331.4	37699.21	61605.33	-5.62	6669.18	15078.15	12399.35	108897.87	
1	-369.36	-896.49	-892.18	0	0	398.26	691.76	-4250.54	25260.14	32898.48	9.9	-5052.37	5721.99	8313.19	56861.95	
1	1435.66	565.83	-749.01	0	0	-1250.83	949.99	10365.95	39605.14	64023.8	8.8	-2777.92	14546.5	15381.22	118968.35	
1	1769.48	1046.76	-455.9	0	0	3663.19	3111.53	10603.01	34575.7	60027.98	-23.1	5396.61	-36329.36	13015.82	120294.19	
1	-1222.52	46.94	753.61	0	0	3816.01	-2123.98	-953.95	10783.24	7244.59	39.81	-2790.24	-8302.94	-7671.85	-55537.59	
1	465.01	-515.7	-1106.16	0	0	-1950.26	-347.51	-5054.56	35790.42	41178.83	-28.33	17704.4	11023.46	13180.4	62288.48	
1	1152.74	2029.79	2376.09	0	0	2418.26	4617.81	2025.58	-1222.3	2501.55	-9.34	-407.61	-18305.65	-22155.14	-137480.13	
1	-1645.6	901.26	1872.48	0	0	3978.71	-6929.17	-1983.49	-4298.05	-2381.43	-16.4	-1075.86	-19773.08	-20903.35	-149391.5	
1	-2381.03	-932.33	-526.4	0	0	755.27	1577.81	-6552.34	31152.88	41778.11	28.11	-13754.52	8317.11	9430.27	64648.98	
1	-1357.64	-341.03	1977.57	0	0	4662.92	-2610.9	-5914.82	-2378.03	13049.96	-0.41	-4616.21	-8420.44	-19085.12	-95758.29	
1	1718.47	1367.04	1505.8	0	0	2979.32	3152.62	-9196.46	-5760.34	-9310.58	5.13	-7768.9	-18730.1	-28112.89	-180937.47	
1	162.3	-766.34	-416.35	0	0	434.39	-13727.38	4973.09	27504.44	37368.08	-5.56	-3433.67	647.77	4960.62	52706.49	
1	838.75	1917.27	-1669.33	0	0	2423.11	-7991.5	24026.46	47141.08	74154.51	16.67	3979.21	16911.58	16534.13	130877.69	
1	-2524.14	-1255.49	1648.4	0	0	375.85	-4346.41	-4675.18	2916.39	28811.79	-6.11	-8475.81	-2671.51	-3558.26	-79520.45	
1	876.79	305.95	495.38	0	0	-1452.14	6453.26	10274	21791.97	43676.14	22.61	-1065.05	3146.19	4668.52	88804.64	
1	2774.65	1442.63	997.18	0	0	868.14	957.84	-19802.83	14005.33	41226.53	-1.97	-1115.56	4303.67	-2334.46	-2335.67	
1	504.43	2049.79	2437.05	0	0	-98.59	1911.22	-9507.98	-4719.78	405.67	-12.1	6979.5	-17089.17	-28658.33	-138848.58	
1	938.86	987.75	1135.62	0	0	-1301.09	-1088.11	-7874.05	6361.35	33054.74	-1.68	-680.3	-1123.06	-7854.59	-75833.8	
1	-666.46	-851.29	-573.71	0	0	5105.37	12664.31	2600.03	19542.91	29620.02	-13.18	-5663.05	-2584.24	3360.9	51843.3	
1	-408.5	-276.25	474.48	0	0	456.53	3814.2	10245.93	17614.18	33232.55	-16.96	-2246.02	-4316.1	-2072.49	38135.66	
1	435.73	1280.87	1626.43	0	0	7983.71	-2775.76	-6260.69	-4856.72	-4339.95	6.98	-242.45	-21763.79	-26185.23	-159793.94	
1	1865.43	634.99	-1545.99	0	0	-1096.07	5026.68	18268.12	61107.71	80760.13	-0.88	23069.35	16865.88	21373.95	162718.26	
1	356.94	2132.28	2533.03	0	0	1484.96	5851.01	-3546.18	-12465.81	-33798.92	13.43	-4560.53	-34737.98	-37065.86	-202091.11	
1	1242.56	190.47	-688.61	0	0	4540.66	11455.69	26494.57	39734.82	64985.18	23.62	44763.83	33170.64	-113883.9	-358271.3	
1	1290.27	289.04	-890.16	0	0	7980.05	-1484.81	24160.33	50413.01	67791.33	-13.72	-19525.05	8860.36	18520.57	145165.02	
1	-1336.23	-10.93	1331.27	0	0	703.32	-5346.13	5755.95	1964.92	15915.7	-5.04	-1851.39	-10967.78	-15226.08	-110194.67	
1	1340.34	1211.95	446.66	0	0	-2578	1220.39	-6068.52	15794.73	48772.19	2.1	53.88	7668.21	1840.09	5793.97	
1	-965.52	407.52	1048.54	0	0	2202.26	8045.26	935.16	2216.39	-3859.52	-13.55	-1224.11	-14160.84	-20034.89	-176944.34	
1	1795.65	441.01	-1317.81	0	0	-4167.56	2521.83	12269.73	54304.21	74969.79	-9.82	2440.16	16788.79	24943.12	158965.99	
1	-1844.71	-595.64	379.97	0	0	-1028.97	-3026.97	7720.33	23999.49	40380.8	-4.56	-360.9	5529.3	1629.92	40914.57	
1	1409.73	291.16	652.33	0	0	608.1	5672.15	-944.62	12009.78	12340.85	-10.94	-2371.59	-8693.73	-5600.16	-55836.87	
1	52.71	480.9	-1381.1	0	0	4261.57	8671.83	13762.24	58863.97	79605.49	-12.54	4836.63	16808.17	26154.51	157737.45	
1	886.79	1673.17	2002.91	0	0	4104.23	-2418.7	-15846.9	-10895.23	-18644.02	-4.4	-5433.54	-25814.98	-31433.62	-189002.92	
1	-1062.41	461.03	2422.93	0	0	-289.92	3241.3	-8043.78	-1338.25	-3278.77	7.41	2300.77	-17705.65	-27787.39	-143646.78	
1	836.66	1899.44	2289.04	0	0	2563.86	-7526.46	-4267.21	-14008.68	-26397.04	9.91	5155.11	-28770.71	-34363.66	-194690.74	
1	-102.53	-267.7	185.69	0	0	-1171.74	-4058.62	4515.64	19256.14	25929.59	-11.25	-761.58	-2573.3	-1189.3	25265.2	
1	4.16	-36.79	329.06	0	0	1775.48	-2578.58	10981.64	21944.92	48372.77	31.89	-118.57	8382.92	7182.2	91379.14	
2	100.27	-3105.05	-3615.56	0	0	5538.7	7731.04	-15988.08	-31404.17	-34137.13	6.03	6574.8	52355.86	62979.58	334248.33	
2	793.19	-3302.67	-4175.43	0	0	263.25	6439.96	-12333.72	-31082.82	-34876.44	11.79	5915.95	49035.08	63442.59	331135.04	
2	-275.42	-2747.31	-3313.67	0	0	-1108.92	-8040.45	-18346.67	-30190.01	-28461.76	-17.91	5261.96	49113.24	63881.98	288044.33	
2	-375.66	-3032.54	-3511.72	0	0	-1707.96	6715.31	3292.46	-21689.61	-24166.5	-14.43	30261.5	51341.57	57606.77	312312.95	
2	1909.59	-1954.7	-2625.86	0	0	1942.15	-4786.24	4090.21	-10077.64	-5871.99	-2.62	416.24	38595.98	50512.7	223543.27	
2	-915.86	-2939.1	-3507.61	0	0	3803.99	4959.99	6312.34	-26904.32	-28296.35	-1.89	-3482.7	50875.55	59830.45	317589.64	
2	1546.5	-1766.48	-2375.31	0	0	6169.18	-414.81	-2000.99	-6510.14	-3114.08	24.31	3049.49	32668.01	47208.51	227181.04	
2	-81.61	-2220.59	-2781.61	0	0	-45.2	1165.83	-3298.45	-22299.94	-13334.24	-13.45	1769	51027.52	55032.14	245130.01	
2	-783.73	-2880.06	-3502.3	0	0	281.45	5142.31	9845.31	-26307.01	-29744.39	36.31	13545.62	57084.08	82912.34	319756.94	
2	605.55	-2922	-3532.73	0	0	-2105.46	-320.46	4036.63	-26104.59	-30706.95	40.62	12873.98	44267.3	65639.31	322402.62	
2	-61.2	-2659.92	-3244.89	0	0	4628.73	8440.91	-2915.93	-25727.53	-25828.87	-1.81	-16052.44	46007.91	59790.01	290899.28	
2	-487.2	-2843.88	-3326.14	0	0	-433.76	36.02	4982.14	-21237.36	-23529.18	14.76	30857.26	38487.18	59768.01	310414.06	
2	-1432.21	-3055.17	-3576.69	0	0	-1626.96	-5604.77	-9582.71	-33113.52	-33475.65	-2.31	-11338.1	55754.4	61706.41	329885.39	
2	-1287.14	-3199.71	-3730.8	0	0	6344.98	2118.8	-9183.81	-33281.15	-35948.72	-5.28	28731.37	-50912.07	92564.32	334656.71	
2	439.34	-2195.32	-2899.26	0	0	2222.39	-4814.46	2016.86	-18842.08	-13719.44	-15.83	5216.94	42922.73	46860.58	238133.32	
2	-1096.35	-2041.16	-2597.04	0	0	1942.02	-4399.56	451.68	-15493.36	-9249.86	3.68	-2817.38	40166.46	49844.19	234521.47	
2	-221.44	-3514.77	-3964.05	0	0	-3223.82	-15341.73	-29118.65	-39719.79	-36607.73	-1.83	6503.53	58512.27	64572.9	341222.39	
2	-1257.34	-2140.83	-2709.59	0	0	1094.07	-14123.5	-7243.25	-22329.76	-10817.11	-5.75	14811.73	41059.15	52996.22	236178.24	
2	-1675.91	-2888.78	-3058.32	0	0	1352.81	-2990.55	-2692.32	-16348.93	-14457.7	-9.02	5551.04	46267.38	62182.02	304038.52	
2	-342.41	-3393.67	-3897.86	0	0	-3484.35	-15220.18	-21978.92	-36690.42	-35629.36	-3.96	5653.54	51425.66	63619.62	337296.68	
2	1181.94	-2470.32	-2985.38	0	0	-884.68	5446.85	-5299.47	-30762.13	-21964.09	-16.82	-57.79	49196.62	53849.81	263014.5	
2	-192.71	-2359.46	-2965.17	0	0	-1422.16	-3542.92	-2071.18	-23613.71	-18442.46	-1.75	-2784.11	39790.18	79891.49	264667.31	
2	41.22	-2403.55	-3050.67	0	0	1376.37	6215.44	-7521.92	-21128.04	-18755.42	0.24	26906.66	41696.89	59560.53	267499.74	
2	581.67	-2946.11	-3540.11	0	0	-3228.5	-5530.16	-10345.87	-32567.42	-31582.33	-17.85	4377.73	59149.35	64049.82	323751.73	
2	-92.75	-2595.33	-3082.87	0	0	3059.3	5146.64	582.74	-31846.85	-22843.87	31.49	-8393.25	29147.72	49540.39	271115.22	
2	800.46	-2917.39	-3430.95	0	0	5146.72	2756.83	4120.8	-17153.34	-22800.1	5.7	-10850.14	64865.78	59705.88	310467.34	
2	863.44	-3208.53	-3751.15	0	0	-1118.46	-4717.02	-9559.8	-36232.84	-34191.53	15.66	3521.44	47994.46	63690.72	287313.83	
2	587.56	-2980.42	-3575.91	0	0	-233.87	-4889.32	-528.19	-21486.16	-28419.4	2.31	3013.73	48163.51	61649.84	317129.2	
2	-444.07	-2762.23	-3358.94	0	0	1312.31	-7901.86	-7335.59	-35081.81	-30244.3	-9.98	-3484.86	55042.51	61356.01	281506.88	
2	-173.06	-2684.59	-3270.97	0	0	3402.31	-2381.69	-1407.99	-25399.4	-25343.32	-15.02	-27983.51	49462.96	56262.95	306294.84	
2	-757.44	-2285.28	-2740.98	0	0	1358.31	-17246.79	-7694.61	-20114.09	-15402.35	14.21	-3241.64	43468.74	53893.86	253816.95	
2	403.67	-3322.78	-3826.02	0	0	983.8	-12699.68	-25483.8	-38983.09	-36293.51	12.31	5503.33	44627.35	62436.46	338267.81	
2	628.5	-2922.05	-3453.38	0	0	-1655.93	2411.99	-5793.28	-37389.28	-31877.64	-1.09	12078.97	41868.69	57146.19	283980.49	
2	2391.67	-1296.54	-2354.31	0	0	-902.32	-1252.99	-6097.1	179.15	5767.55	1.1	-1455.94	33186.96	40011.7	211140.7	
2	-379.18	-2216.76	-2918.51	0	0	1632.95	-7729.16	2419.8	-21477.95	-14631.33	-6.42	8845.56	40977.67	57631.47	239824.24	
2	-429.13	-2234.83	-2854.58	0	0	4840.68	7212.86	-7220.06	-20658.86	-13581.79	-8.35	8275.36	72607.95	55050.39	239237.14	
2	-2219.16	-2522.08	-2784.71	0	0	1497.5	9490.84	-13481.16	-25657.51	-18154.45	10.31	-2026.59	48663.5	53530.08	257763.28	
2	-729.06	-2464.33	-3057.12	0	0	-3825.83	-3726.99	-7537.9	-26851.31	-20871.94	-1.16	5904.47	52792.47	57209.4	269745.85	
2	982.44	-3102.85	-3714.54	0	0	1091.72	9077.8	885.79	-25112.7	-28246.67	24.93	8513.98	38651.95	60773.52	317955.52	
2	204.31	-2755.34	-3398.25	0	0	-484.25	1951.73	7027.59	-24408.76	-27156.74	-21.58	7931.04	38373.64	57308.04	314790.21	
2	-448.17	-3398.59	-3903.22	0	0	-939.74	1462.69	-18265.16	-32500.46	-35970.75	8.91	8307.73	50048.66	64997.99	334881.63	
2	568.89	-2051.66	-2566.82	0	0	-865.43	6374.34	-3780.73	-14750.8	-10681.51	13.48	1276.08	39274.54	51819.44	244607.33	
2	-941.05	-2625.8	-3216.81	0	0	-2847.17	3432.9	-3271.2	-22226.16	-23447.48	4.21	36225.22	41490.18	63418.42	300398.05	
2	-1809.56	-2482.87	-2745.74	0	0	-1169.61	-3602.83	-20980.31	-27609.88	-17327.15	17.44	2935.17	43745.93	53033.71	256918.07	
2	96.11	-2976.17	-3271.77	0	0	-2560.94	-4657.92	11493.84	-16061.31	-18431.45	0.16	4812.54	40955.08	55064.41	306334.25	
2	-1123.96	-2559.8	-3165.64	0	0	-1302.28	-3739.47	-3189.23	-28901.62	-24244.63	7.76	2753.54	50954.91	59596.61	274641.93	
2	-750.23	-2201.44	-2779.64	0	0	144.79	-8717	-6576.2	-15803.33	-12410.89	-40.31	25841.73	42785.39	51607.52	240038.18	
2	-1118.21	-2728.3	-3193.27	0	0	315.47	4456.61	-19832.92	-36593.76	-26001.17	-20.33	2494.35	39789.2	57611.99	277102.03	
2	34.2	-2026.42	-2565.41	0	0	-854.25	14391.47	-13435.64	-14473.36	-9766.44	31.91	-18607.11	70550.56	54168.42	238496.43	
2	-371.55	-3224.9	-3698.54	0	0	-665.06	2798.77	11262.36	-20840.67	-25164.83	-8.15	12345.28	49551.86	61003.63	313971.83	
2	-374.36	-2447.02	-3099.01	0	0	-106.49	-1703.66	728.87	-26541.03	-20666.23	23.33	-1896.08	38116.3	57589.85	269857.83	
2	756.7	-2217.79	-2692.24	0	0	1167.52	4494.48	-10839.92	-18429.43	-16316.89	2.24	2746.5	43092.67	52827.28	255825.75	
2	-300.76	-2745.53	-3010.84	0	0	3637.01	4639.59	366.47	-15755.25	-14128.09	-1.88	22046.82	43133.97	60015.61	302986.63	
2	-1272.88	-2981.9	-3511.09	0	0	1653.21	-5201.75	-8247.6	-28803.37	-32481.53	-10.69	7425.01	47520.83	61296.62	326154.61	
2	326.6	-3511.63	-3998.26	0	0	-1067.82	-18444.91	-19655.96	-36942.68	-36955.35	6.57	2437.19	52082.8	62927.76	339178.38	
2	-1344.09	-3115.05	-3644.06	0	0	1586.34	-7625.35	-14818.17	-32970.44	-33990.81	-22.96	15368.7	50523.32	61263.55	330271.57	
2	-1396.67	-2244.26	-2724.24	0	0	-943.78	-1380.6	-3721.5	-17901.23	-14018.04	4.77	-2854.16	47645.47	52496.47	249551.2	
2	2074.86	-1847.94	-2637.71	0	0	-5549.7	-24467.18	-12064.52	-28562.44	-17290.83	-5.79	-1930.99	49401.55	53140.59	257352	
2	-447.77	-2819.44	-3472.31	0	0	-7248.95	5621.15	7497.58	-25999.29	-28333.55	-13.97	-10851.78	46670.37	60563.24	318104.24	
2	-1201.77	-2741.43	-3099.65	0	0	-5348.38	-67.64	3324.94	-17930.85	-16244.2	-1.44	2912.71	42255.13	56884.79	303784.39	
2	-604.88	-2677.83	-3248.51	0	0	-919.09	10688.8	-7696.3	-29131	-26575.04	-17.13	1458.47	48315.27	54442.44	278580.75	
2	-1385.66	-2388.61	-2858.16	0	0	-2066.81	-8509.9	-8539.63	-24634.09	-16894.68	-9.96	-1404.73	44197.8	55585.35	258219.87	
2	1145.23	-1862.13	-2463.96	0	0	-2367.79	-2061.74	-1774.64	-6009.61	-6574.76	2.04	-4149.05	40352.12	49881.36	230450.97	
2	654.56	-2593.99	-3221.23	0	0	-85.59	6674.67	-6514.93	-34758.5	-26509.56	31.16	-6923.8	49088.99	57991.78	277214.58	
2	1916.29	-2011.99	-2526.58	0	0	-2184.47	-5235.21	-5052.39	-18827.24	-13562.36	-24.89	-1622.88	46059.63	49200.38	251933.91	
2	33.25	-2427.61	-3080.75	0	0	-2098.93	-1948.25	-2744.84	-30257.8	-20905.76	7.84	-23.93	48373.2	58998.11	269570.58	
2	-196.28	-3337.96	-3848.55	0	0	1620.95	-8157.33	-2535.75	-22467.94	-30671.27	-6.47	13164.74	52490.72	64427.6	321264.11	
2	890.75	-3030.6	-3660.38	0	0	2139.33	-193.93	-768.35	-19308	-27392.36	-12.03	22387.18	44756.42	57878.17	316802.57	
2	-1229.29	-3362.65	-3829.6	0	0	7102.55	18952.96	1215.1	-17322.91	-26605.34	-4.63	16271.57	46698.74	62515.32	316326.82	
2	-1825.25	-3209.39	-3549.85	0	0	699.94	108.76	5700.21	-15585.62	-19739.49	9.09	2691.07	48486.86	58525.96	308226.08	
2	-167.73	-2591.12	-3298.48	0	0	-32.9	3636.58	-4079.56	-37828.85	-28267.49	7.46	1333.47	46523.56	64479.51	279743.73	
2	386.55	-2377.4	-3036.88	0	0	-1930.25	-298.93	-4883.88	-24906.46	-18390.95	-0.92	-635.73	48154.1	55007.19	267538.15	
2	-996.37	-2800.41	-3371.7	0	0	-793.53	1420.09	1773.83	-18646.74	-26299.93	-27.08	-15617.9	28860.86	61225.33	313072.61	
2	-979.42	-2899.26	-3408.04	0	0	-359.56	1795.45	-13808.98	-27850.69	-30730.42	19.12	35699.9	49999.06	58464.22	294637.72	
2	646.86	-2606.37	-3303.57	0	0	-5474.89	6227.34	-10598.74	-35432.46	-28865.45	-13.12	-2888.59	45476.09	59114.11	279868.23	
2	1418.52	-1810.45	-2418.33	0	0	-979.4	4348.98	-3100.7	-16385.83	-5896.61	-13.91	335.35	48274.39	58598.73	229613.06	
2	-1451.37	-2442.04	-2933.4	0	0	2041.36	2491.57	-9392.49	-30095.18	-19277.13	-0.67	2193.61	45146.01	61990.55	262159.51	
2	594.62	-2823.67	-3597.98	0	0	-1919.74	99.03	-6157.05	-42498.95	-30512.57	7.18	1710.32	53560.63	58533.55	284493.9	
2	-554.03	-2259.53	-2945.6	0	0	1274.83	33.14	-1405.24	-22591.71	-15164.99	3.78	-25954.62	42550.23	54648.61	240151.4	
