labels,s11,s12,s21,s22,s31,s32,s41,s42,s51,s52,sn11,sn12,sn21,sn22,sn31,sn32,sn41,sn42,sn51,sn52,ts11,ts12,ts21,ts22,ts31,ts32,ts41,ts42,ts51,ts52
2,-0.338314226917882,1.38638151522725,-0.512811218652229,2.35029206430836,-2.7082327988389,55.1290898771031,-4.87699341749519,29.4408849484992,-23.9140370331845,12.5064489981462,-0.0499014618050386,-0.419982832600065,-0.213978448485939,-1.12713556074336,-0.147466629922001,-2.65640819398079,0.170351047251372,-2.97980478094824,-0.103666205289354,-5.26387071519489,-8.58826470508275e-05,-1.72118123672478e-05,0.177929668058268,0.1231861720654,0.688889304634692,-0.104093909801171,0.572557382061978,-0.0802833132847918,19.0893040517652,-13.7186934570717
4,3.35076143034555,-1.27949815949264,29.840200913534,-1.79965383600538,-7.50221822077122,-9.77248293235785,-0.928557030473118,-12.172633196745,-7.8623792503126,-10.6264668200482,0.0135813247904782,-0.290741348219905,0.552138271032856,-0.240625142946706,2.20024647532196,-0.614275503175358,-1.4322658686226,-1.25193450009876,-2.38463791946574,-0.807948892320922,-8.26008572456951e-05,0.000484893884083022,0.122788658813322,0.0325517696125799,0.331193595542452,-0.12109021683967,0.557693512445447,0.0803742900451608,19.2441844602567,13.3169378318108
6,0.263619310127836,-2.44649216194993,0.46298245195314,-4.82519569117005,7.75867815877764,-21.3056342107684,15.0126098894374,-16.2630228540818,20.0875579819809,-13.9734144723376,-0.267318225548999,-0.00738639163338753,-0.233263637026551,1.23225867730533,-0.0431965726201914,4.06488745249006,0.202818261136759,7.58739814670927,0.414297926039316,12.217582609319,0.000630642642222333,-0.000534435771644879,0.00338499997560962,0.0927640235143095,-0.470585737259822,0.129404642341509,-0.534410872150453,0.153125180607211,-28.8863402501382,6.77194496204291
1,1.56055167373048,-0.51129966810435,2.78454193016963,-0.79585065178353,31.5155702588787,-5.79290906758026,29.3885311886521,-11.1686360074165,-6.59794794008975,-29.9723790834515,0.228668133436255,0.0513337539146805,-0.542530153616109,-0.525934878669893,-0.0387991907253289,-1.24648209532422,-0.870143023856689,-2.17440875767731,-1.86001362415501,-3.23045252381459,-0.000374427856853608,0.000454449505596523,-0.0229137257782326,-0.0455500562206727,0.270391643998378,-0.542106180021411,0.375157609446687,-0.502570034596414,6.51432523248308,-10.0548163918052
6,-0.215676230019854,-6.10313693253722,-0.262156124706515,-23.6550097161131,1.12400847636711,-28.462617765764,14.6235299780808,-22.1830327332025,29.7627792392495,-3.454774632563,0.323647664969911,0.24727408858472,0.6689004165368,1.85233628744596,2.38920435344861,1.75943611304416,4.09361023753614,4.8568253576681,6.51371909852961,7.87203377288416,-0.000198852124539765,-0.000420485866600114,0.101735016001809,0.186066949161484,-0.86498662594519,0.407119305773367,-0.636488098041701,0.329389067995144,-22.7644701748783,-0.0999948805391589
6,-5.78600497670879,1.13561745102533,-24.1469909282079,1.92823305358659,-16.8181153929068,14.2934519775797,4.52612473382488,34.0118557772506,18.9900609045993,26.6561350927729,0.0967281515835216,-0.305283776097297,-1.77807246147641,-1.88138772781212,-2.62379977285383,-3.10095185636677,-6.97933445320883,-6.1768634175089,-12.0817456198306,-11.1766023849283,0.000401563559374963,-5.99545825891767e-05,0.0270583240313603,0.41568864265259,-0.715578835359127,0.263513201846662,-0.61613546713131,0.219838073037363,-19.1970903703485,15.3216087183378
1,-3.78103320398206,-2.354966821474,-107.034089076655,-3.86755708021083,-41.0529964540705,0.889556396823978,-18.2369285725366,28.8649923092966,-18.8482564497589,-17.2064386682457,0.0799229623726575,-0.0876952608195207,1.4567502806894,-0.25749370340853,0.634218681069879,0.496220136058163,0.575727619383379,3.42392780233086,-0.513867322694158,6.24966396787202,0.000818210439360547,0.00100188304186136,0.0163178762338679,-0.114057867131675,0.130573998187801,-0.290343756856825,0.168352880427447,-0.504845398520845,8.11838503597045,-25.1525287320438
1,-1.53962765615732,-4.12689098751122,-2.37051973604578,-21.4603808331296,-10.9172570697793,-17.8498321650928,-6.14572903881933,-8.59798390704054,1.68527357800716,-12.4049470668864,0.115255297049921,-0.0157796272659495,1.08869419361174,0.338429215502169,0.613196826746039,0.900453771784255,1.15842868559346,0.882631052689245,2.74350799582341,2.96687547247526,0.00104913357980021,-0.00029422401346237,0.185664815213243,-0.0901837068239075,0.276782862128754,-0.446587321560222,0.182069183436642,-0.937729051592969,4.15481241219553,-19.2419179216759
5,-0.837672484673136,0.127473548001552,-1.23095863926251,0.22542204569672,-14.5312522882363,2.19623604044978,-33.4094543100721,15.9252143257666,5.20601264126503,38.4155033137585,0.384068035698366,-0.0846547489046173,1.18605568682011,-0.112844154312052,-1.84236239954369,-0.461647256608837,-3.40962803093686,3.15286591547415,-7.04566499058671,5.20585435823349,2.89005992323293e-05,5.5406379439111e-05,-0.0923969951217477,-0.0187416754691911,-0.262935266535901,-0.127375684955929,-0.300991542710954,-0.28956284982219,-21.358624011191,-13.8089441250957
5,1.19529737812317,0.964928974991497,1.93556483180031,1.53093250543734,37.3436970858361,6.0407383911776,25.8231413091541,11.3535159066144,19.411501166887,18.594370145828,-0.147778559668896,0.0963541831856822,1.09249308484448,1.66426218081165,1.59056081522908,2.536787965786,3.15228105892817,6.04694572935386,5.08043561348279,10.7846392900479,-0.000334102454243659,-3.37191179563901e-05,0.161900545523672,-0.0136275108417053,-0.181925764261448,0.118990753383098,-0.131301819464153,0.0932376024137263,-13.8951470573269,-1.65826612113545
