s1	s2	s3	labels
0.430907655504838	-0.00159914502107313	-0.89009386007095	1
0.487057188167579	-0.000102738408636788	0.531359188029936	1
0.138216718020362	-0.00265513861240479	-1.19638610182381	1
0.406760656692834	0.00109338090460211	1.21200498209512	1
0.395587441452084	0.000952008396166604	0.87162963478475	1
0.544316980410799	-0.0009827754342471	-0.417187077923762	1
0.579314230652171	3.5705935140661e-05	0.394696022441583	1
0.370140810491064	0.000178683255841765	0.208431922667867	1
0.457253424855811	-0.00083495792914314	-0.464461786399866	1
0.230072530650218	0.00125884024961197	1.02931761796078	1
0.530915952026196	-0.000676843065463288	-0.0542475752742201	1
0.615312176391926	-0.000430710984394445	0.122390405828413	1
0.541536879359636	-0.000713204022839605	0.0442537194479407	1
0.1878452702117	-0.000344160989654558	0.683017546813909	1
0.370909206786329	0.00113256394930369	1.33757530771965	1
0.211139524272417	0.00141860806343553	1.58565954399923	1
0.100159262863935	0.00153509147708734	2.18905203259376	1
0.210664592944533	-0.00209541067778997	-1.01438274695217	1
0.371151897567447	-0.00184049048564246	-1.01001719065489	1
0.600431783013402	-0.000715996967319488	-0.0764300272119887	1
0.34289742013403	0.000737410311486087	1.11156340021509	1
0.367687546901982	-0.000928660430076735	-0.0320672984413852	1
0.294790063685687	0.00115268885111135	1.40916408750222	1
0.327145187422341	-0.00139322069318934	-0.42881684941439	1
0.312924846929663	0.000407947407166799	0.259453871809473	1
0.571060741059763	-0.000306830075402674	0.0228490767773635	1
0.567151748009541	-4.85269241341625e-05	0.286708949473617	1
0.0931736810111202	0.00168081381683266	1.00486371627522	1
0.484292095614547	0.000259956321598932	0.526998837665698	1
0.614541644916641	-0.000185402841640364	0.270774662244682	1
0.389191930018916	-0.000521191095735912	-0.0954997019363127	1
0.404249604135681	-0.0003821799491778	0.343760070932477	1
0.544837278314225	0.00048231782519694	0.791196293260648	1
0.53588926765578	-0.00113795619365137	-0.437644627175783	1
0.54811347921608	-0.000116573695493062	0.046438248559856	1
0.395380430148121	0.000654847565170338	0.599893034059827	1
0.435936378507571	-0.00130915174890941	-0.357088891597051	1
0.539605086205782	-0.000242103567733488	0.272501628621173	1
0.430612767068128	0.000691613553788877	0.696441649495508	1
0.580164120880264	-0.000796465898742443	-0.132833206632035	1
0.52983836687085	-0.000687673803894906	-0.400652744706318	1
0.524426480137366	-0.000237053692848794	-0.120227388852547	1
0.508562219405282	0.000666744612775773	0.826879237186602	1
0.42698010608764	-8.08706652404787e-05	0.588514076519583	1
0.316414171666255	-0.000527242246999285	0.433792807051769	1
0.501043298472951	-0.000380564623512577	-0.249339738458545	1
0.16207980376057	-0.00270360526717861	-1.21810067426434	1
0.38871038298829	0.000240436666099744	0.879984125522482	1
0.465413883281416	-0.00131100287075675	-0.237718796323425	1
0.377809443346515	0.00103529929042639	1.19550672382808	1
0.517256266092962	-0.000384914284664374	0.271460167898379	1
0.151104807785021	0.00223951716033522	1.56337243075764	1
0.152371697230184	-0.00233043947823554	-0.908321568407393	1
0.527454935000905	-0.000491791822208246	-0.108854823858862	1
0.00900512171502171	-0.00338126015722626	-1.35231953707202	1
0.334061917023779	-0.00199636787667439	-0.968357147821063	1
0.524970508296844	-0.00114614416665183	-0.292069805717444	1
